Index	AttribID	AttackSpeed	MaxLife	MaxMana	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalDamage	WoodResist	WaterResist	FireResist	EarthResist	MetalResist	DeadlyStrike	WeakenDeadlyStrike	SeriesEnhance
BW_2205	2205	100	{1,1200},{10,8300},{20,14700},{30,24200},{40,38700},{50,58000},{60,84600},{70,118300},{80,162000},{90,215700},{100,282900},{110,363800},{120,462600},{130,559200},{140,665600},{150,779900},{160,905500},{170,1040100},{180,1186700},{190,1343300},{200,1513100}	{1,1300},{10,2400},{20,4600},{30,7200},{40,11200},{50,19700},{60,48500},{70,68500},{80,94500},{90,126500},{100,166700},{110,215100},{120,274200},{130,332000},{140,395600},{150,464300},{160,539400},{170,620100},{180,707900},{190,801800},{200,903600}	0	0	{1,10},{100,120}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	{1,27},{10,43},{20,75},{30,106},{40,151},{50,242},{60,611},{70,791},{80,1000},{90,1229},{100,1487},{110,1766},{120,2073},{130,2377},{140,2684},{150,2988},{160,3296},{170,3599},{180,3907},{190,4211},{200,4518}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2206	2206	100	{1,7800},{10,12400},{20,22000},{30,36300},{40,58100},{50,87000},{60,126900},{70,177400},{80,243000},{90,323600},{100,424300},{110,545800},{120,694000},{130,838800},{140,998400},{150,1169900},{160,1358300},{170,1560200},{180,1780100},{190,2014900},{200,2269700}	{1,2000},{10,3600},{20,6900},{30,10800},{40,16900},{50,29600},{60,72800},{70,102800},{80,141800},{90,189800},{100,250100},{110,322700},{120,411200},{130,498000},{140,593400},{150,696400},{160,809100},{170,930100},{180,1061800},{190,1202700},{200,1355300}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2207	2207	100	{1,11700},{10,18600},{20,33000},{30,54400},{40,87100},{50,130500},{60,190400},{70,266100},{80,364500},{90,485300},{100,636400},{110,818600},{120,1040900},{130,1258200},{140,1497600},{150,1754900},{160,2037400},{170,2340300},{180,2670100},{190,3022400},{200,3404500}	{1,9000},{5,21600},{10,26400},{20,48000},{30,67200},{40,91200},{50,211200},{60,331200},{70,451200},{80,1152000},{90,1440000},{100,1800000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2208	2208	100	{1,15600},{10,24800},{20,44000},{30,72500},{40,116200},{50,174000},{60,253800},{70,354800},{80,486000},{90,647100},{100,848600},{110,1091500},{120,1387900},{130,1677500},{140,1996800},{150,2339800},{160,2716500},{170,3120400},{180,3560200},{190,4029800},{200,4539400}	{1,11250},{5,27000},{10,33000},{20,60000},{30,84000},{40,114000},{50,264000},{60,414000},{70,564000},{80,1440000},{90,1800000},{100,2250000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2209	2209	100	{1,19500},{10,31100},{20,55100},{30,90700},{40,145200},{50,217500},{60,317300},{70,443500},{80,607500},{90,808900},{100,1060700},{110,1364400},{120,1734900},{130,2096900},{140,2496000},{150,2924800},{160,3395600},{170,3900500},{180,4450200},{190,5037300},{200,5674200}	{1,3750},{5,9000},{10,11000},{20,20000},{30,28000},{40,38000},{50,88000},{60,138000},{70,188000},{80,480000},{90,600000},{100,750000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2210	2212	100	{1,31200},{10,49700},{20,88100},{30,145100},{40,232300},{50,348000},{60,507600},{70,709600},{80,972000},{90,1294200},{100,1697200},{110,2183000},{120,2775800},{130,3355100},{140,3993600},{150,4679600},{160,5433000},{170,6240800},{180,7120300},{190,8059700},{200,9078700}	{1,6000},{5,14400},{10,17600},{20,32000},{30,44800},{40,60800},{50,140800},{60,220800},{70,300800},{80,768000},{90,960000},{100,1200000}	0	0	{1,10},{100,120}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	{1,52},{10,87},{20,159},{30,256},{40,387},{50,543},{60,917},{70,1186},{80,1500},{90,1843},{100,2230},{110,2648},{120,3110},{130,3565},{140,4026},{150,4482},{160,4943},{170,5399},{180,5860},{190,6316},{200,6777}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2211	2212	100	{1,31200},{10,49700},{20,88100},{30,145100},{40,232300},{50,348000},{60,507600},{70,709600},{80,972000},{90,1294200},{100,1697200},{110,2183000},{120,2775800},{130,3355100},{140,3993600},{150,4679600},{160,5433000},{170,6240800},{180,7120300},{190,8059700},{200,9078700}	{10,130},{20,1000},{30,2400},{40,4800},{50,7200},{60,10000},{70,15000},{80,19200},{90,24000},{100,30000}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2212	2212	100	{1,46800},{10,74500},{20,132100},{30,217600},{40,348500},{50,522000},{60,761400},{70,1064300},{80,1458000},{90,1941300},{100,2545700},{110,3274600},{120,4163800},{130,5032600},{140,5990400},{150,7019500},{160,8149500},{170,9361300},{180,10680500},{190,12089500},{200,13618100}	{10,325},{20,2500},{30,6000},{40,12000},{50,18000},{60,25000},{70,37500},{80,48000},{90,60000},{100,75000}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2213	2213	100	{1,62400},{10,99400},{20,176200},{30,290200},{40,464600},{50,696000},{60,1015200},{70,1419100},{80,1944000},{90,2588400},{100,3394300},{110,4366100},{120,5551700},{130,6710200},{140,7987200},{150,9359300},{160,10866000},{170,12481700},{180,14240600},{190,16119400},{200,18157400}	{10,10},{20,10},{30,10},{40,10},{50,10},{60,10},{70,10},{80,10},{90,10},{100,10}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2214	2214	100	{1,78000},{10,124200},{20,220200},{30,362700},{40,580800},{50,870000},{60,1269000},{70,1773900},{80,2430000},{90,3235500},{100,4242900},{110,5457600},{120,6939600},{130,8387700},{140,9984000},{150,11699100},{160,13582500},{170,15602100},{180,17800800},{190,20149200},{200,22696800}	{10,13000},{20,100000},{30,240000},{40,480000},{50,720000},{60,1000000},{70,1500000},{80,1920000},{90,2400000},{100,3000000}	0	0	{1,10},{100,120}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	{1,63},{10,105},{20,191},{30,307},{40,464},{50,651},{60,1100},{70,1423},{80,1800},{90,2211},{100,2676},{110,3178},{120,3731},{130,4278},{140,4832},{150,5378},{160,5932},{170,6479},{180,7032},{190,7579},{200,8132}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2215	2215	100	{1,93600},{10,149000},{20,264200},{30,435200},{40,697000},{50,1044000},{60,1522800},{70,2128700},{80,2916000},{90,3882600},{100,5091500},{110,6549100},{120,8327500},{130,10065200},{140,11980800},{150,14038900},{160,16299000},{170,18722500},{180,21361000},{190,24179000},{200,27236200}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2216	2216	100	{1,117000},{10,186300},{20,330300},{30,544100},{40,871200},{50,1305000},{60,1903500},{70,2660900},{80,3645000},{90,4853300},{100,6364400},{110,8186400},{120,10409400},{130,12581600},{140,14976000},{150,17548700},{160,20373800},{170,23403200},{180,26701200},{190,30223800},{200,34045200}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2217	2217	100	{1,124800},{10,198700},{20,352300},{30,580300},{40,929300},{50,1392000},{60,2030400},{70,2838200},{80,3888000},{90,5176800},{100,6788600},{110,8732200},{120,11103400},{130,13420300},{140,15974400},{150,18718600},{160,21732000},{170,24963400},{180,28481300},{190,32238700},{200,36314900}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2218	2218	100	{1,156000},{10,248400},{20,440400},{30,725400},{40,1161600},{50,1740000},{60,2538000},{70,3547800},{80,4860000},{90,6471000},{100,8485800},{110,10915200},{120,13879200},{130,16775400},{140,19968000},{150,23398200},{160,27165000},{170,31204200},{180,35601600},{190,40298400},{200,45393600}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2219	2219	100	{1,187200},{10,298100},{20,528500},{30,870500},{40,1393900},{50,2088000},{60,3045600},{70,4257400},{80,5832000},{90,7765200},{100,10183000},{110,13098200},{120,16655000},{130,20130500},{140,23961600},{150,28077800},{160,32598000},{170,37445000},{180,42721900},{190,48358100},{200,54472300}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2220	2220	100	{1,249600},{10,397400},{20,704600},{30,1160600},{40,1858600},{50,2784000},{60,4060800},{70,5676500},{80,7776000},{90,10353600},{100,13577300},{110,17464300},{120,22206700},{130,26840600},{140,31948800},{150,37437100},{160,43464000},{170,49926700},{180,56962600},{190,64477400},{200,72629800}	{10,66000},{20,120000},{30,168000},{40,228000},{50,528000},{60,828000},{70,1128000},{80,2880000},{90,3600000},{100,4500000}	0	0	{1,10},{100,120}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	{1,70},{10,116},{20,212},{30,341},{40,516},{50,724},{60,1223},{70,1581},{80,2000},{90,2457},{100,2973},{110,3531},{120,4146},{130,4754},{140,5369},{150,5976},{160,6591},{170,7199},{180,7814},{190,8421},{200,9036}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2221	2221	100	{1,624000},{10,993600},{20,1761600},{30,2901600},{40,4646400},{50,6960000},{60,10152000},{70,14191200},{80,19440000},{90,25884000},{100,33943200},{110,43660800},{120,55516800},{130,67101600},{140,79872000},{150,93592800},{160,108660000},{170,124816800},{180,142406400},{190,161193600},{200,181574400}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2222	2222	100	{1,780000},{10,1242000},{20,2202000},{30,3627000},{40,5808000},{50,8700000},{60,12690000},{70,17739000},{80,24300000},{90,32355000},{100,42429000},{110,54576000},{120,69396000},{130,83877000},{140,99840000},{150,116991000},{160,135825000},{170,156021000},{180,178008000},{190,201492000},{200,226968000}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2223	2223	100	{1,936000},{10,1490400},{20,2642400},{30,4352400},{40,6969600},{50,10440000},{60,15228000},{70,21286800},{80,29160000},{90,38826000},{100,50914800},{110,65491200},{120,83275200},{130,100652400},{140,119808000},{150,140389200},{160,162990000},{170,187225200},{180,213609600},{190,241790400},{200,272361600}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2224	2224	100	{1,1092000},{10,1738800},{20,3082800},{30,5077800},{40,8131200},{50,12180000},{60,17766000},{70,24834600},{80,34020000},{90,45297000},{100,59400600},{110,76406400},{120,97154400},{130,117427800},{140,139776000},{150,163787400},{160,190155000},{170,218429400},{180,249211200},{190,282088800},{200,317755200}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
BW_2225	2225	100	{1,1248000},{10,1987200},{20,3523200},{30,5803200},{40,9292800},{50,13920000},{60,20304000},{70,28382400},{80,38880000},{90,51768000},{100,67886400},{110,87321600},{120,111033600},{130,134203200},{140,159744000},{150,187185600},{160,217320000},{170,249633600},{180,284812800},{190,322387200},{200,363148800}	{10,468000},{20,3600000},{30,8640000},{40,17280000},{50,25920000},{60,36000000},{70,54000000},{80,69120000},{90,86400000},{100,108000000}	0	0	{1,10},{100,120}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	{1,104},{10,175},{20,319},{30,511},{40,774},{50,1085},{60,1834},{70,2372},{80,2999},{90,3686},{100,4460},{110,5297},{120,6219},{130,7130},{140,8053},{150,8964},{160,9887},{170,10798},{180,11720},{190,12632},{200,13554}	0	0	0	0	0		{1,27},{10,48},{100,246}	0	0		{1,2},{10,20},{50,100},{70,140}		{1,29},{10,72},{20,120},{30,168},{40,216},{50,264},{60,312},{70,360},{80,408},{90,456},{100,504},{110,552},{120,600},{130,648},{140,696},{150,744},{160,792},{170,840},{180,888},{190,936},{200,984}
