nLevel	szAward1	szAward2	szAward3	szAward4	szAward5	szAward6	szAward7	szAward8	szAward9	szAward10
134	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
135	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
136	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
137	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
138	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
139	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
140	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
141	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
142	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
143	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
144	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
145	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
146	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
147	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
148	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
149	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
150	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
151	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
152	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
153	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
154	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
155	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
156	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
157	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
158	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
159	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
160	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
161	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
162	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
163	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
164	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
165	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
166	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
167	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
168	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
169	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
170	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
171	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
172	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
173	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
174	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
175	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
176	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
177	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
178	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
179	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
180	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
181	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
182	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
183	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
184	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
185	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
186	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
187	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
188	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
189	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
190	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
191	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
192	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
193	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
194	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
195	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
196	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
197	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
198	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
199	BasicExp|15;Coin|500	BasicExp|15;Item|30037|1;Item|102|2	BasicExp|15;Item|20000|1	BasicExp|15;Coin|1000;Item|30037|1	BasicExp|15;Item|901|5	BasicExp|15;Item|30037|1;Item|20000|2	BasicExp|15;Item|901|10	BasicExp|15;Coin|500;Item|30037|1	BasicExp|15;Item|209|1	BasicExp|15;Item|671601|1;TongFund|100;Item|30037|1;Item|1050|1|1
