Faction	FactionSect	SkillSectType	SkillId	Desc	GainLevel	IsBaseSkill	BtnName	IconAltlas	BtnIcon	SortInUI	IsAnger	LevelUpGroup	SourceSkillId	RelationSkillId	RelationSpecialState	SkillGroup	CastType
18	1	1	4405	<i18n=56418>	3	0		UI/atlas/faction_18_0_0/piaoyiliuyun.png		3		3				2	2
18	1	1	4406	<i18n=56426>	10	0		UI/atlas/faction_18_1_0/cuilanyuzhe.png		4		4				2	1
18	1	1	4407	<i18n=56427>	20	0		UI/atlas/faction_18_1_0/longyinduankong.png		5		5				2	0
18	1	1	4410	<i18n=66628>	30	0		UI/atlas/faction_18_1_1/changgerenfa.png		6		6				1	0
18	1	1	4411	<i18n=56452>	40	0		UI/atlas/faction_18_1_1/fanhuasijin.png		7		7				1	0
18	1	1	4413	<i18n=56437>	50	0		UI/atlas/faction_18_1_1/qingfengfugang.png		8		8				1	0
18	1	1	4415	<i18n=56472>	60	0		UI/atlas/faction_18_1_1/yuexiaqingyin.png		9		9				1	0
18	1	1	4416	<i18n=56467>	70	0		UI/atlas/faction_18_1_1/xingherumeng.png		10		10				1	0
18	1	1	4417	<i18n=56465>	80	0		UI/atlas/faction_18_1_1/zuimengchangge.png		11		11				1	0
18	1	1	4419	<i18n=56451>	90	0		UI/atlas/faction_18_1_1/yanyumili.png		12		12				1	0
18	1	1	4430	<i18n=62592>	100	0		UI/atlas/faction_18_1_1/yanyumizong.png		13		13				1	0
18	1	1	4431	<i18n=62573>	110	0		UI/atlas/faction_18_1_1/hualuowusheng.png		14		14				1	0
19	0	0	4701	<i18n=69198>	0	1		UI/atlas/faction_19_0_0/feishazoushi.png		1		1				3	0
19	0	0	4702	<i18n=69210>	2	0		UI/atlas/faction_19_0_0/tianxingyunluo.png		2		2				2	1
19	0	0	4703	<i18n=69216>	3	0		UI/atlas/faction_19_0_0/banbubeng.png		3		3				2	1
19	0	0	4704	<i18n=62497>	10	0		UI/atlas/faction_19_0_0/yingjichangkong.png		4		4				2	1
19	0	0	4705	<i18n=69201>	20	0		UI/atlas/faction_19_0_0/shihoupotian.png		5		5				2	1
19	0	0	4708	<i18n=69192>	30	0		UI/atlas/faction_19_0_1/yipinquanfa.png		6		6				1	0
19	0	0	4709	<i18n=69221>	40	0		UI/atlas/faction_19_0_1/honghutaxue.png		7		7				1	0
19	0	0	4710	<i18n=69188>	50	0		UI/atlas/faction_19_0_1/houfazhiren.png		8		8				1	0
19	0	0	4712	<i18n=69209>	60	0		UI/atlas/faction_19_0_1/luanhuanjue.png		9		9				1	0
19	0	0	4713	<i18n=69195>	70	0		UI/atlas/faction_19_0_1/xiaowuxiang.png		10		10				1	0
19	0	0	4714	<i18n=2304>	80	0		UI/atlas/faction_19_0_1/kuiranbudong.png		11		11				1	0
19	0	0	4716	<i18n=69223>	90	0		UI/atlas/faction_19_0_1/kaitianpidi.png		12		12				1	0
19	0	0	4725	<i18n=69547>	100	0		UI/atlas/faction_19_0_1/hanyuntiebi.png		13		13				1	0
19	0	0	4726	<i18n=69548>	110	0		UI/atlas/faction_19_0_1/menghuxiashan.png		14		14				1	0
19	1	1	4601	<i18n=69167>	0	1		UI/atlas/faction_19_1_0/xueyingkuangdao.png		1		1				3	3
19	1	1	4605	<i18n=69147>	2	0		UI/atlas/faction_19_1_0/qianjunpo.png		2		2				2	2
19	1	1	4602	<i18n=69161>	3	0		UI/atlas/faction_19_1_0/pofengxing.png		3		3				2	1
19	1	1	4607	<i18n=69148>	10	0		UI/atlas/faction_19_1_0/feihongyinxue.png		4		4				2	1
19	1	1	4608	<i18n=51199>	20	0		UI/atlas/faction_19_1_0/hengdaolima.png		5		5				2	2
19	1	1	4610	<i18n=69176>	30	0		UI/atlas/faction_19_1_1/yipindaofa.png		6		6				1	0
19	1	1	4611	<i18n=69168>	40	0		UI/atlas/faction_19_1_1/qianrenjue.png		7		7				1	0
19	1	1	4612	<i18n=69171>	50	0		UI/atlas/faction_19_1_1/changshengzhenjue.png		8		8				1	0
19	1	1	4616	<i18n=62528>	60	0		UI/atlas/faction_19_1_1/fuguanglueying.png		9		9				1	0
19	1	1	4617	<i18n=69162>	70	0		UI/atlas/faction_19_1_1/dazhangqigu.png		10		10				1	0
19	1	1	4620	<i18n=69146>	80	0		UI/atlas/faction_19_1_1/fenjinlieshi.png		11		11				1	0
19	1	1	4618	<i18n=69163>	90	0		UI/atlas/faction_19_1_1/fengmangzhazhan.png		12		12				1	0
19	1	1	4627	<i18n=6108>	100	0		UI/atlas/faction_19_1_1/budongrushan.png		13		13				1	0
19	1	1	4628	<i18n=69169>	110	0		UI/atlas/faction_19_1_1/qinlueruhuo.png		14		14				1	0
20	0	0	4801	<i18n=81090>	0	1		UI/atlas/faction_20_0_0/keyixiongnuxue.png		1		1				3	3
20	0	0	4802	<i18n=81169>	2	0		UI/atlas/faction_20_0_0/hanshanji.png		2		2				2	1
20	0	0	4805	<i18n=81153>	3	0		UI/atlas/faction_20_0_0/chanjianchunin.png		3		3				2	1
20	0	0	4807	<i18n=81089>	10	0		UI/atlas/faction_20_0_0/wumuyizhi.png		4		4				2	0
20	0	0	4808	<i18n=81134>	20	0		UI/atlas/faction_20_0_0/nupitianya.png		5		5				2	1
20	0	0	4810	<i18n=81104>	30	0		UI/atlas/faction_20_0_1/wuhuntangdaofa.png		6		6				1	0
20	0	0	4811	<i18n=81108>	40	0		UI/atlas/faction_20_0_1/chenmanzhengyi.png		7		7				1	0
20	0	0	4812	<i18n=81092>	50	0		UI/atlas/faction_20_0_1/zhongwuliufeng.png		8		8				1	0
20	0	0	4814	<i18n=81105>	60	0		UI/atlas/faction_20_0_1/changyinghuichi.png		9		9				1	0
20	0	0	4815	<i18n=81150>	70	0		UI/atlas/faction_20_0_1/jingzhongbaoguo.png		10		10				1	0
20	0	0	4818	<i18n=81097>	80	0		UI/atlas/faction_20_0_1/zhaohanqing.png		11		11				1	0
20	0	0	4816	<i18n=81088>	90	0		UI/atlas/faction_20_0_1/zhanloulan.png		12		12				1	0
20	0	0	4825	<i18n=81132>	100	0		UI/atlas/faction_20_0_1/shanhezhi.png		13		13				1	0
20	0	0	4826	<i18n=81113>	110	0		UI/atlas/faction_20_0_1/jicanhunurou.png		14		14				1	0
20	1	1	4901	<i18n=81128>	0	1		UI/atlas/faction_20_1_0/zhenbianchui.png		1		1				3	3
20	1	1	4902	<i18n=81094>	2	0		UI/atlas/faction_20_1_0/chaotianque.png		2		2				2	1
20	1	1	4904	<i18n=81159>	3	0		UI/atlas/faction_20_1_0/duozhaiyangqi.png		3		3				2	2
20	1	1	4922	<i18n=84303>	10	0		UI/atlas/faction_20_1_0/wumuyulie.png		4		4				2	0
20	1	1	4906	<i18n=81158>	20	0		UI/atlas/faction_20_1_0/huishimienu.png		5		5				2	1
20	1	1	4908	<i18n=81114>	30	0		UI/atlas/faction_20_1_1/wuhuntangdunfa.png		6		6				1	0
20	1	1	4909	<i18n=81139>	40	0		UI/atlas/faction_20_1_1/fenyongdangxian.png		7		7				1	0
20	1	1	4812	<i18n=81092>	50	0		UI/atlas/faction_20_0_1/zhongwuliufeng.png		8		8				1	0
20	1	1	4910	<i18n=81165>	60	0		UI/atlas/faction_20_1_1/zhiyongchaolun.png		9		9				1	0
20	1	1	4911	<i18n=81130>	70	0		UI/atlas/faction_20_1_1/jingtaopaian.png		10		10				1	0
20	1	1	4914	<i18n=81164>	80	0		UI/atlas/faction_20_1_1/liquanqiangchu.png		11		11				1	0
20	1	1	4912	<i18n=81167>	90	0		UI/atlas/faction_20_1_1/baizhanhan.png		12		12				1	0
20	1	1	4920	<i18n=81137>	100	0		UI/atlas/faction_20_1_1/xueranjiangchang.png		13		13				1	0
20	1	1	4921	<i18n=81145>	110	0		UI/atlas/faction_20_1_1/tiruilv.png		14		14				1	0
21	0	0	4701	<i18n=69198>	0	1		UI/atlas/faction_19_0_0/feishazoushi.png		1		1				3	0
21	0	0	4702	<i18n=69210>	2	0		UI/atlas/faction_19_0_0/tianxingyunluo.png		2		2				2	1
21	0	0	4703	<i18n=69216>	3	0		UI/atlas/faction_19_0_0/banbubeng.png		3		3				2	1
21	0	0	4704	<i18n=62497>	10	0		UI/atlas/faction_19_0_0/yingjichangkong.png		4		4				2	1
21	0	0	4705	<i18n=69201>	20	0		UI/atlas/faction_19_0_0/shihoupotian.png		5		5				2	1
21	0	0	4708	<i18n=69192>	30	0		UI/atlas/faction_19_0_1/yipinquanfa.png		6		6				1	0
21	0	0	4709	<i18n=69221>	40	0		UI/atlas/faction_19_0_1/honghutaxue.png		7		7				1	0
21	0	0	4710	<i18n=69188>	50	0		UI/atlas/faction_19_0_1/houfazhiren.png		8		8				1	0
21	0	0	4712	<i18n=69209>	60	0		UI/atlas/faction_19_0_1/luanhuanjue.png		9		9				1	0
21	0	0	4713	<i18n=69195>	70	0		UI/atlas/faction_19_0_1/xiaowuxiang.png		10		10				1	0
21	0	0	4714	<i18n=2304>	80	0		UI/atlas/faction_19_0_1/kuiranbudong.png		11		11				1	0
21	0	0	4716	<i18n=69223>	90	0		UI/atlas/faction_19_0_1/kaitianpidi.png		12		12				1	0
21	0	0	4725	<i18n=69547>	100	0		UI/atlas/faction_19_0_1/hanyuntiebi.png		13		13				1	0
21	0	0	4726	<i18n=69548>	110	0		UI/atlas/faction_19_0_1/menghuxiashan.png		14		14				1	0
21	1	1	4601	<i18n=69167>	0	1		UI/atlas/faction_19_1_0/xueyingkuangdao.png		1		1				3	3
21	1	1	4605	<i18n=69147>	2	0		UI/atlas/faction_19_1_0/qianjunpo.png		2		2				2	2
21	1	1	4602	<i18n=69161>	3	0		UI/atlas/faction_19_1_0/pofengxing.png		3		3				2	1
21	1	1	4607	<i18n=69148>	10	0		UI/atlas/faction_19_1_0/feihongyinxue.png		4		4				2	1
21	1	1	4608	<i18n=51199>	20	0		UI/atlas/faction_19_1_0/hengdaolima.png		5		5				2	2
21	1	1	4610	<i18n=69176>	30	0		UI/atlas/faction_19_1_1/yipindaofa.png		6		6				1	0
21	1	1	4611	<i18n=69168>	40	0		UI/atlas/faction_19_1_1/qianrenjue.png		7		7				1	0
21	1	1	4612	<i18n=69171>	50	0		UI/atlas/faction_19_1_1/changshengzhenjue.png		8		8				1	0
21	1	1	4616	<i18n=62528>	60	0		UI/atlas/faction_19_1_1/fuguanglueying.png		9		9				1	0
21	1	1	4617	<i18n=69162>	70	0		UI/atlas/faction_19_1_1/dazhangqigu.png		10		10				1	0
21	1	1	4620	<i18n=69146>	80	0		UI/atlas/faction_19_1_1/fenjinlieshi.png		11		11				1	0
21	1	1	4618	<i18n=69163>	90	0		UI/atlas/faction_19_1_1/fengmangzhazhan.png		12		12				1	0
21	1	1	4627	<i18n=6108>	100	0		UI/atlas/faction_19_1_1/budongrushan.png		13		13				1	0
21	1	1	4628	<i18n=69169>	110	0		UI/atlas/faction_19_1_1/qinlueruhuo.png		14		14				1	0
