nId	nLevelMin	nLevelMax	szTimeBegin	szTimeEnd	tbAwardInfo
49			OpenLevel289		Item|31018
49			OpenLevel269	OpenLevel299	Item|31017
49			OpenLevel249	OpenLevel279	Item|31016
49			OpenLevel229	OpenLevel259	Item|31015
49			OpenLevel209	OpenLevel239	Item|31014
49			OpenLevel189	OpenLevel219	Item|31013
49			OpenLevel169	OpenLevel199	Item|31012
49			OpenLevel149	OpenLevel179	Item|31011
49			OpenLevel129	OpenLevel159	Item|31010
49			OpenLevel109	OpenLevel139	Item|31009
49			OpenLevel89	OpenLevel119	Item|31008
49			OpenLevel69	OpenLevel99	Item|31007
50					YuanBao|0
50				OpenLevel159	Item|33010
50				OpenLevel159	Item|33013
50				OpenLevel159	Item|33014
50			OpenLevel159		Item|3022
50			OpenLevel159		Item|33010
50			OpenLevel159		Item|3023
50			OpenLevel159		Item|3020
50				OpenLevel129	Item|33001
50			OpenLevel129	OpenLevel149	Item|33002
50			OpenLevel149	OpenLevel159	Item|33003
50					Item|209
50					Coin|0
52					Item|674197
52					Item|674198
52					Item|674063
52			OpenLevel129		Item|3014
52			OpenLevel129		Item|3009
52				OpenLevel169	Item|3002
52			OpenLevel169		Item|3022
52			OpenLevel169		Item|2505
52			OpenLevel169		Item|674301
52				OpenLevel169	Coin|0
61					Item|674282
61					Item|674063
61			OpenLevel129		Item|3014
61			OpenLevel129		Item|3009
61				OpenLevel169	Item|3002
61			OpenLevel169		Item|3022
61			OpenLevel169		Item|2505
61			OpenLevel169		Item|674301
61				OpenLevel169	Coin|0
62			OpenLevel59	OpenLevel79	Item|914
62			OpenLevel69	OpenLevel89	Item|915
62			OpenLevel79	OpenLevel99	Item|916
62			OpenLevel89	OpenLevel109	Item|917
62			OpenLevel99	OpenLevel129	Item|905
62			OpenLevel109	OpenLevel149	Item|906
62			OpenLevel129	OpenLevel169	Item|918
62			OpenLevel149	OpenLevel189	Item|919
62			OpenLevel169	OpenLevel209	Item|920
62			OpenLevel189	OpenLevel229	Item|907
62			OpenLevel209	OpenLevel249	Item|923
62			OpenLevel229	OpenLevel269	Item|924
62			OpenLevel249	OpenLevel289	Item|925
62			OpenLevel269		Item|926
62			OpenLevel289		Item|927
62					Item|31402
62			OpenLevel79		YuanBao|0
62			OpenLevel79		Item|209
62			OpenLevel79		Item|35145
62			OpenLevel79	OpenLevel119	Item|202
62			OpenLevel79	OpenLevel119	Item|31000
62			OpenLevel79	OpenLevel119	Item|3002
62			OpenLevel79	OpenLevel119	Item|2005
62			OpenLevel79	OpenLevel179	Item|901
62			OpenLevel79	OpenLevel179	Item|3006
62			OpenLevel119	OpenLevel179	Item|202
62			OpenLevel119		Item|31000
62			OpenLevel119	OpenLevel179	Item|3002
62			OpenLevel119		Item|20000
62			OpenLevel119		Item|671601
62			OpenLevel119		Item|33012
62			OpenLevel179		Item|203
62			OpenLevel179		Item|901
62			OpenLevel179		Item|80000
62			OpenLevel179		Item|242000
62			OpenLevel179		Item|3015
62			OpenLevel179		Item|2505
62			OpenLevel79	OpenLevel179	Item|20382
62			OpenLevel179		Item|242001
