nGroupId	nAttrId	nAttrValueMin1	nAttrValueMin2	nAttrValueMin3	nAttrValueMax1	nAttrValueMax2	nAttrValueMax3	FightPower	nWeight
3310	25	1500			1800			1000	100000
3310	40	75			90			1000	100000
3310	29	375			450			1000	120000
3310	18	1000	75		1000	90		1000	120000
3310	37	6			7			1000	120000
3310	22	300			360			1000	120000
3311	55	21			25			1000	60000
3311	21	86			103			1000	80000
3311	46	1000	86		1000	103		1000	80000
3311	11	86		86	103		103	1000	100000
3311	25	1720			2064			1000	100000
3311	40	86			103			1000	100000
3311	29	430			516			1000	120000
3311	18	1000	86		1000	103		1000	120000
3311	37	6			8			1000	120000
3311	22	344			412			1000	120000
3312	55	24			29			1000	60000
3312	21	99			118			1000	80000
3312	46	1000	99		1000	118		1000	80000
3312	11	99		99	118		118	1000	100000
3312	25	1980			2376			1000	100000
3312	40	99			118			1000	100000
3312	29	495			594			1000	120000
3312	18	1000	99		1000	118		1000	120000
3312	37	7			9			1000	120000
3312	22	396			475			1000	120000
3313	55	28			33			1000	60000
3313	21	113			135			1000	80000
3313	46	1000	113		1000	135		1000	80000
3313	11	113		113	135		135	1000	100000
3313	25	2260			2712			1000	100000
3313	40	113			135			1000	100000
3313	29	565			678			1000	120000
3313	18	1000	113		1000	135		1000	120000
3313	37	9			10			1000	120000
3313	22	452			542			1000	120000
3314	55	32			38			1000	60000
3314	21	128			153			1000	80000
3314	46	1000	128		1000	153		1000	80000
3314	11	128		128	153		153	1000	100000
3314	25	2560			3072			1000	100000
3314	40	128			153			1000	100000
3314	29	640			768			1000	120000
3314	18	1000	128		1000	153		1000	120000
3314	37	10			12			1000	120000
3314	22	512			614			1000	120000
3315	55	36			43			1000	60000
3315	21	145			174			1000	80000
3315	46	1000	145		1000	174		1000	80000
3315	11	145		145	174		174	1000	100000
3315	25	2900			3480			1000	100000
3315	40	145			174			1000	100000
3315	29	725			870			1000	120000
3315	18	1000	145		1000	174		1000	120000
3315	37	11			13			1000	120000
3315	22	580			696			1000	120000
3316	55	40			48			1000	60000
3316	21	163			195			1000	80000
3316	46	1000	163		1000	195		1000	80000
3316	11	163		163	195		195	1000	100000
3316	25	3260			3912			1000	100000
3316	40	163			195			1000	100000
3316	29	815			978			1000	120000
3316	18	1000	163		1000	195		1000	120000
3316	37	13			15			1000	120000
3316	22	652			782			1000	120000
3317	55	46			55			1000	60000
3317	21	185			222			1000	80000
3317	46	1000	185		1000	222		1000	80000
3317	11	185		185	222		222	1000	100000
3317	25	3700			4440			1000	100000
3317	40	185			222			1000	100000
3317	29	925			1110			1000	120000
3317	18	1000	185		1000	222		1000	120000
3317	37	14			17			1000	120000
3317	22	740			888			1000	120000
3318	55	52			62			1000	60000
3318	21	209			250			1000	80000
3318	46	1000	209		1000	250		1000	80000
3318	11	209		209	250		250	1000	100000
3318	25	4180			5016			1000	100000
3318	40	209			250			1000	100000
3318	29	1045			1254			1000	120000
3318	18	1000	209		1000	250		1000	120000
3318	37	16			20			1000	120000
3318	22	836			1003			1000	120000
3319	55	59			70			1000	60000
3319	21	236			283			1000	80000
3319	46	1000	236		1000	283		1000	80000
3319	11	236		236	283		283	1000	100000
3319	25	4720			5664			1000	100000
3319	40	236			283			1000	100000
3319	29	1180			1416			1000	120000
3319	18	1000	236		1000	283		1000	120000
3319	37	18			22			1000	120000
3319	22	944			1132			1000	120000
3320	55	66			80			1000	60000
3320	21	267			320			1000	80000
3320	46	1000	267		1000	320		1000	80000
3320	11	267		267	320		320	1000	100000
3320	25	5340			6408			1000	100000
3320	40	267			320			1000	100000
3320	29	1335			1602			1000	120000
3320	18	1000	267		1000	320		1000	120000
3320	37	21			25			1000	120000
3320	22	1068			1281			1000	120000
4101	57	3			3			1000	60000
4101	39	12			14			1000	80000
4101	38	12			14			1000	80000
4101	11	12		12	14		14	1000	100000
4101	25	256			288			1000	100000
4101	41	12			14			1000	100000
4101	30	64			72			1000	120000
4101	19	1000	12		1000	14		1000	120000
4101	32	25			28			1000	120000
4101	23	51			57			1000	120000
4102	57	3			4			1000	60000
4102	39	15			17			1000	80000
4102	38	15			17			1000	80000
4102	11	15		15	17		17	1000	100000
4102	25	304			342			1000	100000
4102	41	15			17			1000	100000
4102	30	76			85			1000	120000
4102	19	1000	15		1000	17		1000	120000
4102	32	30			34			1000	120000
4102	23	60			68			1000	120000
4103	57	4			5			1000	60000
4103	39	18			20			1000	80000
4103	38	18			20			1000	80000
4103	11	18		18	20		20	1000	100000
4103	25	368			414			1000	100000
4103	41	18			20			1000	100000
4103	30	92			103			1000	120000
4103	19	1000	18		1000	20		1000	120000
4103	32	36			41			1000	120000
4103	23	73			82			1000	120000
4104	57	5			6			1000	60000
4104	39	21			24			1000	80000
4104	38	21			24			1000	80000
4104	11	21		21	24		24	1000	100000
4104	25	432			486			1000	100000
4104	41	21			24			1000	100000
4104	30	108			121			1000	120000
4104	19	1000	21		1000	24		1000	120000
4104	32	43			48			1000	120000
4104	23	86			97			1000	120000
4105	57	6			7			1000	60000
4105	39	26			29			1000	80000
4105	38	26			29			1000	80000
4105	11	26		26	29		29	1000	100000
4105	25	528			594			1000	100000
4105	41	26			29			1000	100000
4105	30	132			148			1000	120000
4105	19	1000	26		1000	29		1000	120000
4105	32	52			59			1000	120000
4105	23	105			118			1000	120000
4106	57	7			8			1000	60000
4106	39	31			35			1000	80000
4106	38	31			35			1000	80000
4106	11	31		31	35		35	1000	100000
4106	25	624			702			1000	100000
4106	41	31			35			1000	100000
4106	30	156			175			1000	120000
4106	19	1000	31		1000	35		1000	120000
4106	32	62			70			1000	120000
4106	23	124			140			1000	120000
4107	57	9			10			1000	60000
4107	39	37			42			1000	80000
4107	38	37			42			1000	80000
4107	11	37		37	42		42	1000	100000
4107	25	752			846			1000	100000
4107	41	37			42			1000	100000
4107	30	188			211			1000	120000
4107	19	1000	37		1000	42		1000	120000
4107	32	75			84			1000	120000
4107	23	150			169			1000	120000
4108	57	11			12			1000	60000
4108	39	44			49			1000	80000
4108	38	44			49			1000	80000
4108	11	44		44	49		49	1000	100000
4108	25	880			990			1000	100000
4108	41	44			49			1000	100000
4108	30	220			247			1000	120000
4108	19	1000	44		1000	49		1000	120000
4108	32	88			99			1000	120000
4108	23	176			198			1000	120000
4109	57	13			14			1000	60000
4109	39	52			58			1000	80000
4109	38	52			58			1000	80000
4109	11	52		52	58		58	1000	100000
4109	25	1040			1170			1000	100000
4109	41	52			58			1000	100000
4109	30	260			292			1000	120000
4109	19	1000	52		1000	58		1000	120000
4109	32	104			117			1000	120000
4109	23	208			234			1000	120000
4110	57	15			16			1000	60000
4110	39	60			67			1000	80000
4110	38	60			67			1000	80000
4110	11	60		60	67		67	1000	100000
4110	25	1200			1350			1000	100000
4110	41	60			67			1000	100000
4110	30	300			337			1000	120000
4110	19	1000	60		1000	67		1000	120000
4110	32	120			135			1000	120000
4110	23	240			270			1000	120000
4111	57	17			19			1000	60000
4111	39	68			77			1000	80000
4111	38	68			77			1000	80000
4111	11	68		68	77		77	1000	100000
4111	25	1376			1548			1000	100000
4111	41	68			77			1000	100000
4111	30	344			387			1000	120000
4111	19	1000	68		1000	77		1000	120000
4111	32	137			154			1000	120000
4111	23	275			309			1000	120000
4112	57	19			22			1000	60000
4112	39	79			89			1000	80000
4112	38	79			89			1000	80000
4112	11	79		79	89		89	1000	100000
4112	25	1584			1782			1000	100000
4112	41	79			89			1000	100000
4112	30	396			445			1000	120000
4112	19	1000	79		1000	89		1000	120000
4112	32	158			178			1000	120000
4112	23	316			356			1000	120000
4113	57	22			25			1000	60000
4113	39	90			101			1000	80000
4113	38	90			101			1000	80000
4113	11	90		90	101		101	1000	100000
4113	25	1808			2034			1000	100000
4113	41	90			101			1000	100000
4113	30	452			508			1000	120000
4113	19	1000	90		1000	101		1000	120000
4113	32	180			203			1000	120000
4113	23	361			406			1000	120000
4114	57	25			28			1000	60000
4114	39	102			115			1000	80000
4114	38	102			115			1000	80000
4114	11	102		102	115		115	1000	100000
4114	25	2048			2304			1000	100000
4114	41	102			115			1000	100000
4114	30	512			576			1000	120000
4114	19	1000	102		1000	115		1000	120000
4114	32	204			230			1000	120000
4114	23	409			460			1000	120000
4115	57	29			32			1000	60000
4115	39	116			130			1000	80000
4115	38	116			130			1000	80000
4115	11	116		116	130		130	1000	100000
4115	25	2320			2610			1000	100000
4115	41	116			130			1000	100000
4115	30	580			652			1000	120000
4115	19	1000	116		1000	130		1000	120000
4115	32	232			261			1000	120000
4115	23	464			522			1000	120000
4116	57	32			36			1000	60000
4116	39	130			146			1000	80000
4116	38	130			146			1000	80000
4116	11	130		130	146		146	1000	100000
4116	25	2608			2934			1000	100000
4116	41	130			146			1000	100000
4116	30	652			733			1000	120000
4116	19	1000	130		1000	146		1000	120000
4116	32	260			293			1000	120000
4116	23	521			586			1000	120000
4117	57	37			41			1000	60000
4117	39	148			166			1000	80000
4117	38	148			166			1000	80000
4117	11	148		148	166		166	1000	100000
4117	25	2960			3330			1000	100000
4117	41	148			166			1000	100000
4117	30	740			832			1000	120000
4117	19	1000	148		1000	166		1000	120000
4117	32	296			333			1000	120000
4117	23	592			666			1000	120000
4118	57	41			47			1000	60000
4118	39	167			188			1000	80000
4118	38	167			188			1000	80000
4118	11	167		167	188		188	1000	100000
4118	25	3344			3762			1000	100000
4118	41	167			188			1000	100000
4118	30	836			940			1000	120000
4118	19	1000	167		1000	188		1000	120000
4118	32	334			376			1000	120000
4118	23	668			752			1000	120000
4119	57	47			53			1000	60000
4119	39	188			212			1000	80000
4119	38	188			212			1000	80000
4119	11	188		188	212		212	1000	100000
4119	25	3776			4248			1000	100000
4119	41	188			212			1000	100000
4119	30	944			1062			1000	120000
4119	19	1000	188		1000	212		1000	120000
4119	32	377			424			1000	120000
4119	23	755			849			1000	120000
4120	57	53			60			1000	60000
4120	39	213			240			1000	80000
4120	38	213			240			1000	80000
4120	11	213		213	240		240	1000	100000
4120	25	4272			4806			1000	100000
4120	41	213			240			1000	100000
4120	30	1068			1201			1000	120000
4120	19	1000	213		1000	240		1000	120000
4120	32	427			480			1000	120000
4120	23	854			961			1000	120000
4201	57	3			4			1000	60000
4201	39	14			16			1000	80000
4201	38	14			16			1000	80000
4201	11	14		14	16		16	1000	100000
4201	25	288			320			1000	100000
4201	41	14			16			1000	100000
4201	30	72			80			1000	120000
4201	19	1000	14		1000	16		1000	120000
4201	32	28			32			1000	120000
4201	23	57			64			1000	120000
4202	57	4			4			1000	60000
4202	39	17			19			1000	80000
4202	38	17			19			1000	80000
4202	11	17		17	19		19	1000	100000
4202	25	342			380			1000	100000
4202	41	17			19			1000	100000
4202	30	85			95			1000	120000
4202	19	1000	17		1000	19		1000	120000
4202	32	34			38			1000	120000
4202	23	68			76			1000	120000
4203	57	5			5			1000	60000
4203	39	20			23			1000	80000
4203	38	20			23			1000	80000
4203	11	20		20	23		23	1000	100000
4203	25	414			460			1000	100000
4203	41	20			23			1000	100000
4203	30	103			115			1000	120000
4203	19	1000	20		1000	23		1000	120000
4203	32	41			46			1000	120000
4203	23	82			92			1000	120000
4204	57	6			6			1000	60000
4204	39	24			27			1000	80000
4204	38	24			27			1000	80000
4204	11	24		24	27		27	1000	100000
4204	25	486			540			1000	100000
4204	41	24			27			1000	100000
4204	30	121			135			1000	120000
4204	19	1000	24		1000	27		1000	120000
4204	32	48			54			1000	120000
4204	23	97			108			1000	120000
4205	57	7			8			1000	60000
4205	39	29			33			1000	80000
4205	38	29			33			1000	80000
4205	11	29		29	33		33	1000	100000
4205	25	594			660			1000	100000
4205	41	29			33			1000	100000
4205	30	148			165			1000	120000
4205	19	1000	29		1000	33		1000	120000
4205	32	59			66			1000	120000
4205	23	118			132			1000	120000
4206	57	8			9			1000	60000
4206	39	35			39			1000	80000
4206	38	35			39			1000	80000
4206	11	35		35	39		39	1000	100000
4206	25	702			780			1000	100000
4206	41	35			39			1000	100000
4206	30	175			195			1000	120000
4206	19	1000	35		1000	39		1000	120000
4206	32	70			78			1000	120000
4206	23	140			156			1000	120000
4207	57	10			11			1000	60000
4207	39	42			47			1000	80000
4207	38	42			47			1000	80000
4207	11	42		42	47		47	1000	100000
4207	25	846			940			1000	100000
4207	41	42			47			1000	100000
4207	30	211			235			1000	120000
4207	19	1000	42		1000	47		1000	120000
4207	32	84			94			1000	120000
4207	23	169			188			1000	120000
4208	57	12			13			1000	60000
4208	39	49			55			1000	80000
4208	38	49			55			1000	80000
4208	11	49		49	55		55	1000	100000
4208	25	990			1100			1000	100000
4208	41	49			55			1000	100000
4208	30	247			275			1000	120000
4208	19	1000	49		1000	55		1000	120000
4208	32	99			110			1000	120000
4208	23	198			220			1000	120000
4209	57	14			16			1000	60000
4209	39	58			65			1000	80000
4209	38	58			65			1000	80000
4209	11	58		58	65		65	1000	100000
4209	25	1170			1300			1000	100000
4209	41	58			65			1000	100000
4209	30	292			325			1000	120000
4209	19	1000	58		1000	65		1000	120000
4209	32	117			130			1000	120000
4209	23	234			260			1000	120000
4210	57	16			18			1000	60000
4210	39	67			75			1000	80000
4210	38	67			75			1000	80000
4210	11	67		67	75		75	1000	100000
4210	25	1350			1500			1000	100000
4210	41	67			75			1000	100000
4210	30	337			375			1000	120000
4210	19	1000	67		1000	75		1000	120000
4210	32	135			150			1000	120000
4210	23	270			300			1000	120000
4211	57	19			21			1000	60000
4211	39	77			86			1000	80000
4211	38	77			86			1000	80000
4211	11	77		77	86		86	1000	100000
4211	25	1548			1720			1000	100000
4211	41	77			86			1000	100000
4211	30	387			430			1000	120000
4211	19	1000	77		1000	86		1000	120000
4211	32	154			172			1000	120000
4211	23	309			344			1000	120000
4212	57	22			24			1000	60000
4212	39	89			99			1000	80000
4212	38	89			99			1000	80000
4212	11	89		89	99		99	1000	100000
4212	25	1782			1980			1000	100000
4212	41	89			99			1000	100000
4212	30	445			495			1000	120000
4212	19	1000	89		1000	99		1000	120000
4212	32	178			198			1000	120000
4212	23	356			396			1000	120000
4213	57	25			28			1000	60000
4213	39	101			113			1000	80000
4213	38	101			113			1000	80000
4213	11	101		101	113		113	1000	100000
4213	25	2034			2260			1000	100000
4213	41	101			113			1000	100000
4213	30	508			565			1000	120000
4213	19	1000	101		1000	113		1000	120000
4213	32	203			226			1000	120000
4213	23	406			452			1000	120000
4214	57	28			32			1000	60000
4214	39	115			128			1000	80000
4214	38	115			128			1000	80000
4214	11	115		115	128		128	1000	100000
4214	25	2304			2560			1000	100000
4214	41	115			128			1000	100000
4214	30	576			640			1000	120000
4214	19	1000	115		1000	128		1000	120000
4214	32	230			256			1000	120000
4214	23	460			512			1000	120000
4215	57	32			36			1000	60000
4215	39	130			145			1000	80000
4215	38	130			145			1000	80000
4215	11	130		130	145		145	1000	100000
4215	25	2610			2900			1000	100000
4215	41	130			145			1000	100000
4215	30	652			725			1000	120000
4215	19	1000	130		1000	145		1000	120000
4215	32	261			290			1000	120000
4215	23	522			580			1000	120000
4216	57	36			40			1000	60000
4216	39	146			163			1000	80000
4216	38	146			163			1000	80000
4216	11	146		146	163		163	1000	100000
4216	25	2934			3260			1000	100000
4216	41	146			163			1000	100000
4216	30	733			815			1000	120000
4216	19	1000	146		1000	163		1000	120000
4216	32	293			326			1000	120000
4216	23	586			652			1000	120000
4217	57	41			46			1000	60000
4217	39	166			185			1000	80000
4217	38	166			185			1000	80000
4217	11	166		166	185		185	1000	100000
4217	25	3330			3700			1000	100000
4217	41	166			185			1000	100000
4217	30	832			925			1000	120000
4217	19	1000	166		1000	185		1000	120000
4217	32	333			370			1000	120000
4217	23	666			740			1000	120000
4218	57	47			52			1000	60000
4218	39	188			209			1000	80000
4218	38	188			209			1000	80000
4218	11	188		188	209		209	1000	100000
4218	25	3762			4180			1000	100000
4218	41	188			209			1000	100000
4218	30	940			1045			1000	120000
4218	19	1000	188		1000	209		1000	120000
4218	32	376			418			1000	120000
4218	23	752			836			1000	120000
4219	57	53			59			1000	60000
4219	39	212			236			1000	80000
4219	38	212			236			1000	80000
4219	11	212		212	236		236	1000	100000
4219	25	4248			4720			1000	100000
4219	41	212			236			1000	100000
4219	30	1062			1180			1000	120000
4219	19	1000	212		1000	236		1000	120000
4219	32	424			472			1000	120000
4219	23	849			944			1000	120000
4220	57	60			66			1000	60000
4220	39	240			267			1000	80000
4220	38	240			267			1000	80000
4220	11	240		240	267		267	1000	100000
4220	25	4806			5340			1000	100000
4220	41	240			267			1000	100000
4220	30	1201			1335			1000	120000
4220	19	1000	240		1000	267		1000	120000
4220	32	480			534			1000	120000
4220	23	961			1068			1000	120000
4301	57	4			4			1000	60000
4301	39	16			19			1000	80000
4301	38	16			19			1000	80000
4301	11	16		16	19		19	1000	100000
4301	25	320			384			1000	100000
4301	41	16			19			1000	100000
4301	30	80			96			1000	120000
4301	19	1000	16		1000	19		1000	120000
4301	32	32			38			1000	120000
4301	23	64			76			1000	120000
4302	57	4			5			1000	60000
4302	39	19			22			1000	80000
4302	38	19			22			1000	80000
4302	11	19		19	22		22	1000	100000
4302	25	380			456			1000	100000
4302	41	19			22			1000	100000
4302	30	95			114			1000	120000
4302	19	1000	19		1000	22		1000	120000
4302	32	38			45			1000	120000
4302	23	76			91			1000	120000
4303	57	5			6			1000	60000
4303	39	23			27			1000	80000
4303	38	23			27			1000	80000
4303	11	23		23	27		27	1000	100000
4303	25	460			552			1000	100000
4303	41	23			27			1000	100000
4303	30	115			138			1000	120000
4303	19	1000	23		1000	27		1000	120000
4303	32	46			55			1000	120000
4303	23	92			110			1000	120000
4304	57	6			8			1000	60000
4304	39	27			32			1000	80000
4304	38	27			32			1000	80000
4304	11	27		27	32		32	1000	100000
4304	25	540			648			1000	100000
4304	41	27			32			1000	100000
4304	30	135			162			1000	120000
4304	19	1000	27		1000	32		1000	120000
4304	32	54			64			1000	120000
4304	23	108			129			1000	120000
4305	57	8			9			1000	60000
4305	39	33			39			1000	80000
4305	38	33			39			1000	80000
4305	11	33		33	39		39	1000	100000
4305	25	660			792			1000	100000
4305	41	33			39			1000	100000
4305	30	165			198			1000	120000
4305	19	1000	33		1000	39		1000	120000
4305	32	66			79			1000	120000
4305	23	132			158			1000	120000
4306	57	9			11			1000	60000
4306	39	39			46			1000	80000
4306	38	39			46			1000	80000
4306	11	39		39	46		46	1000	100000
4306	25	780			936			1000	100000
4306	41	39			46			1000	100000
4306	30	195			234			1000	120000
4306	19	1000	39		1000	46		1000	120000
4306	32	78			93			1000	120000
4306	23	156			187			1000	120000
4307	57	11			14			1000	60000
4307	39	47			56			1000	80000
4307	38	47			56			1000	80000
4307	11	47		47	56		56	1000	100000
4307	25	940			1128			1000	100000
4307	41	47			56			1000	100000
4307	30	235			282			1000	120000
4307	19	1000	47		1000	56		1000	120000
4307	32	94			112			1000	120000
4307	23	188			225			1000	120000
4308	57	13			16			1000	60000
4308	39	55			66			1000	80000
4308	38	55			66			1000	80000
4308	11	55		55	66		66	1000	100000
4308	25	1100			1320			1000	100000
4308	41	55			66			1000	100000
4308	30	275			330			1000	120000
4308	19	1000	55		1000	66		1000	120000
4308	32	110			132			1000	120000
4308	23	220			264			1000	120000
4309	57	16			19			1000	60000
4309	39	65			78			1000	80000
4309	38	65			78			1000	80000
4309	11	65		65	78		78	1000	100000
4309	25	1300			1560			1000	100000
4309	41	65			78			1000	100000
4309	30	325			390			1000	120000
4309	19	1000	65		1000	78		1000	120000
4309	32	130			156			1000	120000
4309	23	260			312			1000	120000
4310	57	18			22			1000	60000
4310	39	75			90			1000	80000
4310	38	75			90			1000	80000
4310	11	75		75	90		90	1000	100000
4310	25	1500			1800			1000	100000
4310	41	75			90			1000	100000
4310	30	375			450			1000	120000
4310	19	1000	75		1000	90		1000	120000
4310	32	150			180			1000	120000
4310	23	300			360			1000	120000
4311	57	21			25			1000	60000
4311	39	86			103			1000	80000
4311	38	86			103			1000	80000
4311	11	86		86	103		103	1000	100000
4311	25	1720			2064			1000	100000
4311	41	86			103			1000	100000
4311	30	430			516			1000	120000
4311	19	1000	86		1000	103		1000	120000
4311	32	172			206			1000	120000
4311	23	344			412			1000	120000
4312	57	24			29			1000	60000
4312	39	99			118			1000	80000
4312	38	99			118			1000	80000
4312	11	99		99	118		118	1000	100000
4312	25	1980			2376			1000	100000
4312	41	99			118			1000	100000
4312	30	495			594			1000	120000
4312	19	1000	99		1000	118		1000	120000
4312	32	198			237			1000	120000
4312	23	396			475			1000	120000
4313	57	28			33			1000	60000
4313	39	113			135			1000	80000
4313	38	113			135			1000	80000
4313	11	113		113	135		135	1000	100000
4313	25	2260			2712			1000	100000
4313	41	113			135			1000	100000
4313	30	565			678			1000	120000
4313	19	1000	113		1000	135		1000	120000
4313	32	226			271			1000	120000
4313	23	452			542			1000	120000
4314	57	32			38			1000	60000
4314	39	128			153			1000	80000
4314	38	128			153			1000	80000
4314	11	128		128	153		153	1000	100000
4314	25	2560			3072			1000	100000
4314	41	128			153			1000	100000
4314	30	640			768			1000	120000
4314	19	1000	128		1000	153		1000	120000
4314	32	256			307			1000	120000
4314	23	512			614			1000	120000
4315	57	36			43			1000	60000
4315	39	145			174			1000	80000
4315	38	145			174			1000	80000
4315	11	145		145	174		174	1000	100000
4315	25	2900			3480			1000	100000
4315	41	145			174			1000	100000
4315	30	725			870			1000	120000
4315	19	1000	145		1000	174		1000	120000
4315	32	290			348			1000	120000
4315	23	580			696			1000	120000
4316	57	40			48			1000	60000
4316	39	163			195			1000	80000
4316	38	163			195			1000	80000
4316	11	163		163	195		195	1000	100000
4316	25	3260			3912			1000	100000
4316	41	163			195			1000	100000
4316	30	815			978			1000	120000
4316	19	1000	163		1000	195		1000	120000
4316	32	326			391			1000	120000
4316	23	652			782			1000	120000
4317	57	46			55			1000	60000
4317	39	185			222			1000	80000
4317	38	185			222			1000	80000
4317	11	185		185	222		222	1000	100000
4317	25	3700			4440			1000	100000
4317	41	185			222			1000	100000
4317	30	925			1110			1000	120000
4317	19	1000	185		1000	222		1000	120000
4317	32	370			444			1000	120000
4317	23	740			888			1000	120000
4318	57	52			62			1000	60000
4318	39	209			250			1000	80000
4318	38	209			250			1000	80000
4318	11	209		209	250		250	1000	100000
4318	25	4180			5016			1000	100000
4318	41	209			250			1000	100000
4318	30	1045			1254			1000	120000
4318	19	1000	209		1000	250		1000	120000
4318	32	418			501			1000	120000
4318	23	836			1003			1000	120000
4319	57	59			70			1000	60000
4319	39	236			283			1000	80000
4319	38	236			283			1000	80000
4319	11	236		236	283		283	1000	100000
4319	25	4720			5664			1000	100000
4319	41	236			283			1000	100000
4319	30	1180			1416			1000	120000
4319	19	1000	236		1000	283		1000	120000
4319	32	472			566			1000	120000
4319	23	944			1132			1000	120000
4320	57	66			80			1000	60000
4320	39	267			320			1000	80000
4320	38	267			320			1000	80000
4320	11	267		267	320		320	1000	100000
4320	25	5340			6408			1000	100000
4320	41	267			320			1000	100000
4320	30	1335			1602			1000	120000
4320	19	1000	267		1000	320		1000	120000
4320	32	534			640			1000	120000
4320	23	1068			1281			1000	120000
5101	54	3			3			1000	60000
5101	13	12			14			1000	80000
5101	12	12			14			1000	80000
5101	11	12		12	14		14	1000	100000
5101	25	256			288			1000	100000
5101	52	25			28			1000	100000
5101	31	64			72			1000	120000
5101	20	1000	12		1000	14		1000	120000
5101	58	25			28			1000	120000
5101	43	51			57			1000	120000
5102	54	3			4			1000	60000
5102	13	15			17			1000	80000
5102	12	15			17			1000	80000
5102	11	15		15	17		17	1000	100000
5102	25	304			342			1000	100000
5102	52	30			34			1000	100000
5102	31	76			85			1000	120000
5102	20	1000	15		1000	17		1000	120000
5102	58	30			34			1000	120000
5102	43	60			68			1000	120000
5103	54	4			5			1000	60000
5103	13	18			20			1000	80000
5103	12	18			20			1000	80000
5103	11	18		18	20		20	1000	100000
5103	25	368			414			1000	100000
5103	52	36			41			1000	100000
5103	31	92			103			1000	120000
5103	20	1000	18		1000	20		1000	120000
5103	58	36			41			1000	120000
5103	43	73			82			1000	120000
5104	54	5			6			1000	60000
5104	13	21			24			1000	80000
5104	12	21			24			1000	80000
5104	11	21		21	24		24	1000	100000
5104	25	432			486			1000	100000
5104	52	43			48			1000	100000
5104	31	108			121			1000	120000
5104	20	1000	21		1000	24		1000	120000
5104	58	43			48			1000	120000
5104	43	86			97			1000	120000
5105	54	6			7			1000	60000
5105	13	26			29			1000	80000
5105	12	26			29			1000	80000
5105	11	26		26	29		29	1000	100000
5105	25	528			594			1000	100000
5105	52	52			59			1000	100000
5105	31	132			148			1000	120000
5105	20	1000	26		1000	29		1000	120000
5105	58	52			59			1000	120000
5105	43	105			118			1000	120000
5106	54	7			8			1000	60000
5106	13	31			35			1000	80000
5106	12	31			35			1000	80000
5106	11	31		31	35		35	1000	100000
5106	25	624			702			1000	100000
5106	52	62			70			1000	100000
5106	31	156			175			1000	120000
5106	20	1000	31		1000	35		1000	120000
5106	58	62			70			1000	120000
5106	43	124			140			1000	120000
5107	54	9			10			1000	60000
5107	13	37			42			1000	80000
5107	12	37			42			1000	80000
5107	11	37		37	42		42	1000	100000
5107	25	752			846			1000	100000
5107	52	75			84			1000	100000
5107	31	188			211			1000	120000
5107	20	1000	37		1000	42		1000	120000
5107	58	75			84			1000	120000
5107	43	150			169			1000	120000
5108	54	11			12			1000	60000
5108	13	44			49			1000	80000
5108	12	44			49			1000	80000
5108	11	44		44	49		49	1000	100000
5108	25	880			990			1000	100000
5108	52	88			99			1000	100000
5108	31	220			247			1000	120000
5108	20	1000	44		1000	49		1000	120000
5108	58	88			99			1000	120000
5108	43	176			198			1000	120000
5109	54	13			14			1000	60000
5109	13	52			58			1000	80000
5109	12	52			58			1000	80000
5109	11	52		52	58		58	1000	100000
5109	25	1040			1170			1000	100000
5109	52	104			117			1000	100000
5109	31	260			292			1000	120000
5109	20	1000	52		1000	58		1000	120000
5109	58	104			117			1000	120000
5109	43	208			234			1000	120000
5110	54	15			16			1000	60000
5110	13	60			67			1000	80000
5110	12	60			67			1000	80000
5110	11	60		60	67		67	1000	100000
5110	25	1200			1350			1000	100000
5110	52	120			135			1000	100000
5110	31	300			337			1000	120000
5110	20	1000	60		1000	67		1000	120000
5110	58	120			135			1000	120000
5110	43	240			270			1000	120000
5111	54	17			19			1000	60000
5111	13	68			77			1000	80000
5111	12	68			77			1000	80000
5111	11	68		68	77		77	1000	100000
5111	25	1376			1548			1000	100000
5111	52	137			154			1000	100000
5111	31	344			387			1000	120000
5111	20	1000	68		1000	77		1000	120000
5111	58	137			154			1000	120000
5111	43	275			309			1000	120000
5112	54	19			22			1000	60000
5112	13	79			89			1000	80000
5112	12	79			89			1000	80000
5112	11	79		79	89		89	1000	100000
5112	25	1584			1782			1000	100000
5112	52	158			178			1000	100000
5112	31	396			445			1000	120000
5112	20	1000	79		1000	89		1000	120000
5112	58	158			178			1000	120000
5112	43	316			356			1000	120000
5113	54	22			25			1000	60000
5113	13	90			101			1000	80000
5113	12	90			101			1000	80000
5113	11	90		90	101		101	1000	100000
5113	25	1808			2034			1000	100000
5113	52	180			203			1000	100000
5113	31	452			508			1000	120000
5113	20	1000	90		1000	101		1000	120000
5113	58	180			203			1000	120000
5113	43	361			406			1000	120000
5114	54	25			28			1000	60000
5114	13	102			115			1000	80000
5114	12	102			115			1000	80000
5114	11	102		102	115		115	1000	100000
5114	25	2048			2304			1000	100000
5114	52	204			230			1000	100000
5114	31	512			576			1000	120000
5114	20	1000	102		1000	115		1000	120000
5114	58	204			230			1000	120000
5114	43	409			460			1000	120000
5115	54	29			32			1000	60000
5115	13	116			130			1000	80000
5115	12	116			130			1000	80000
5115	11	116		116	130		130	1000	100000
5115	25	2320			2610			1000	100000
5115	52	232			261			1000	100000
5115	31	580			652			1000	120000
5115	20	1000	116		1000	130		1000	120000
5115	58	232			261			1000	120000
5115	43	464			522			1000	120000
5116	54	32			36			1000	60000
