nAttrId	szAttrType	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3
1542	allsect_firedamage_v	135	167				
1543	allsect_firedamage_v	144	176				
1544	allsect_firedamage_v	153	187				
1545	allsect_firedamage_v	162	198				
1546	allsect_firedamage_v	170	208				
1547	allsect_firedamage_v	179	219				
1548	allsect_firedamage_v	188	230				
1549	allsect_metaldamage_v	92	108				
1550	allsect_metaldamage_v	99	116				
1551	allsect_metaldamage_v	107	124				
1552	allsect_metaldamage_v	115	134				
1553	allsect_metaldamage_v	121	141				
1554	allsect_metaldamage_v	129	151				
1555	allsect_metaldamage_v	136	159				
1556	allsect_metaldamage_v	144	168				
1557	allsect_metaldamage_v	151	176				
1558	allsect_metaldamage_v	159	185				
1559	allsect_metaldamage_v	109	135				
1560	allsect_metaldamage_v	117	145				
1561	allsect_metaldamage_v	126	156				
1562	allsect_metaldamage_v	135	167				
1563	allsect_metaldamage_v	144	176				
1564	allsect_metaldamage_v	153	187				
1565	allsect_metaldamage_v	162	198				
1566	allsect_metaldamage_v	170	208				
1567	allsect_metaldamage_v	179	219				
1568	allsect_metaldamage_v	188	230				
1569	allsect_wooddamage_v	92	108				
1570	allsect_wooddamage_v	99	116				
1571	allsect_wooddamage_v	107	124				
1572	allsect_wooddamage_v	115	134				
1573	allsect_wooddamage_v	121	141				
1574	allsect_wooddamage_v	129	151				
1575	allsect_wooddamage_v	136	159				
1576	allsect_wooddamage_v	144	168				
1577	allsect_wooddamage_v	151	176				
1578	allsect_wooddamage_v	159	185				
1579	allsect_wooddamage_v	109	135				
1580	allsect_wooddamage_v	117	145				
1581	allsect_wooddamage_v	126	156				
1582	allsect_wooddamage_v	135	167				
1583	allsect_wooddamage_v	144	176				
1584	allsect_wooddamage_v	153	187				
1585	allsect_wooddamage_v	162	198				
1586	allsect_wooddamage_v	170	208				
1587	allsect_wooddamage_v	179	219				
1588	allsect_wooddamage_v	188	230				
1589	allsect_earthdamage_v	92	108				
1590	allsect_earthdamage_v	99	116				
1591	allsect_earthdamage_v	107	124				
1592	allsect_earthdamage_v	115	134				
1593	allsect_earthdamage_v	121	141				
1594	allsect_earthdamage_v	129	151				
1595	allsect_earthdamage_v	136	159				
1596	allsect_earthdamage_v	144	168				
1597	allsect_earthdamage_v	151	176				
1598	allsect_earthdamage_v	159	185				
1599	allsect_earthdamage_v	109	135				
1600	allsect_earthdamage_v	117	145				
1601	allsect_earthdamage_v	126	156				
1602	allsect_earthdamage_v	135	167				
1603	allsect_earthdamage_v	144	176				
1604	allsect_earthdamage_v	153	187				
1605	allsect_earthdamage_v	162	198				
1606	allsect_earthdamage_v	170	208				
1607	allsect_earthdamage_v	179	219				
1608	allsect_earthdamage_v	188	230				
1609	allsect_waterdamage_v	92	108				
1610	allsect_waterdamage_v	99	116				
1611	allsect_waterdamage_v	107	124				
1612	allsect_waterdamage_v	115	134				
1613	allsect_waterdamage_v	121	141				
1614	allsect_waterdamage_v	129	151				
1615	allsect_waterdamage_v	136	159				
1616	allsect_waterdamage_v	144	168				
1617	allsect_waterdamage_v	151	176				
1618	allsect_waterdamage_v	159	185				
1619	allsect_waterdamage_v	109	135				
1620	allsect_waterdamage_v	117	145				
1621	allsect_waterdamage_v	126	156				
1622	allsect_waterdamage_v	135	167				
1623	allsect_waterdamage_v	144	176				
1624	allsect_waterdamage_v	153	187				
1625	allsect_waterdamage_v	162	198				
1626	allsect_waterdamage_v	170	208				
1627	allsect_waterdamage_v	179	219				
1628	allsect_waterdamage_v	188	230				
1629	strength_v	92	108				
1630	strength_v	99	116				
1631	strength_v	107	124				
1632	strength_v	115	134				
1633	strength_v	121	141				
1634	strength_v	129	151				
1635	strength_v	136	159				
1636	strength_v	144	168				
1637	strength_v	151	176				
1638	strength_v	159	185				
1639	strength_v	109	135				
1640	strength_v	117	145				
1641	strength_v	126	156				
1642	strength_v	135	167				
1643	strength_v	144	176				
1644	strength_v	153	187				
1645	strength_v	162	198				
1646	strength_v	170	208				
1647	strength_v	179	219				
1648	strength_v	188	230				
1649	attackrating_v	92	108				
1650	attackrating_v	99	116				
1651	attackrating_v	107	124				
1652	attackrating_v	115	134				
1653	attackrating_v	121	141				
1654	attackrating_v	129	151				
1655	attackrating_v	136	159				
1656	attackrating_v	144	168				
1657	attackrating_v	151	176				
1658	attackrating_v	159	185				
1659	attackrating_v	109	135				
1660	attackrating_v	117	145				
1661	attackrating_v	126	156				
1662	attackrating_v	135	167				
1663	attackrating_v	144	176				
1664	attackrating_v	153	187				
1665	attackrating_v	162	198				
1666	attackrating_v	170	208				
1667	attackrating_v	179	219				
1668	attackrating_v	188	230				
1669	dexterity_v	92	108				
1670	dexterity_v	99	116				
1671	dexterity_v	107	124				
1672	dexterity_v	115	134				
1673	dexterity_v	121	141				
1674	dexterity_v	129	151				
1675	dexterity_v	136	159				
1676	dexterity_v	144	168				
1677	dexterity_v	151	176				
1678	dexterity_v	159	185				
1679	dexterity_v	109	135				
1680	dexterity_v	117	145				
1681	dexterity_v	126	156				
1682	dexterity_v	135	167				
1683	dexterity_v	144	176				
1684	dexterity_v	153	187				
1685	dexterity_v	162	198				
1686	dexterity_v	170	208				
1687	dexterity_v	179	219				
1688	dexterity_v	188	230				
1689	manamax_v	1856	2166				
1690	manamax_v	2004	2338				
1691	manamax_v	2152	2511				
1692	manamax_v	2301	2684				
1693	manamax_v	2448	2857				
1694	manamax_v	2596	3029				
1695	manamax_v	2745	3202				
1696	manamax_v	2893	3375				
1697	manamax_v	3042	3549				
1698	manamax_v	3188	3720				
1699	manamax_v	2187	2673				
1700	manamax_v	2361	2887				
1701	manamax_v	2536	3100				
1702	manamax_v	2710	3314				
1703	manamax_v	2884	3526				
1704	manamax_v	3059	3739				
1705	manamax_v	3233	3953				
1706	manamax_v	3408	4166				
1707	manamax_v	3582	4380				
1708	manamax_v	3756	4592				
1709	all_series_resist_v	92	108				
1710	all_series_resist_v	99	116				
1711	all_series_resist_v	107	124				
1712	all_series_resist_v	115	134				
1713	all_series_resist_v	121	141				
1714	all_series_resist_v	129	151				
1715	all_series_resist_v	136	159				
1716	all_series_resist_v	144	168				
1717	all_series_resist_v	151	176				
1718	all_series_resist_v	159	185				
1719	all_series_resist_v	109	135				
1720	all_series_resist_v	117	145				
1721	all_series_resist_v	126	156				
1722	all_series_resist_v	135	167				
1723	all_series_resist_v	144	176				
1724	all_series_resist_v	153	187				
1725	all_series_resist_v	162	198				
1726	all_series_resist_v	170	208				
1727	all_series_resist_v	179	219				
1728	all_series_resist_v	188	230				
1729	defense_v	92	108				
1730	defense_v	99	116				
1731	defense_v	107	124				
1732	defense_v	115	134				
1733	defense_v	121	141				
1734	defense_v	129	151				
1735	defense_v	136	159				
1736	defense_v	144	168				
1737	defense_v	151	176				
1738	defense_v	159	185				
1739	defense_v	109	135				
1740	defense_v	117	145				
1741	defense_v	126	156				
1742	defense_v	135	167				
1743	defense_v	144	176				
1744	defense_v	153	187				
1745	defense_v	162	198				
1746	defense_v	170	208				
1747	defense_v	179	219				
1748	defense_v	188	230				
1749	energy_v	92	108				
1750	energy_v	99	116				
1751	energy_v	107	124				
1752	energy_v	115	134				
1753	energy_v	121	141				
1754	energy_v	129	151				
1755	energy_v	136	159				
1756	energy_v	144	168				
1757	energy_v	151	176				
1758	energy_v	159	185				
1759	energy_v	109	135				
1760	energy_v	117	145				
1761	energy_v	126	156				
1762	energy_v	135	167				
1763	energy_v	144	176				
1764	energy_v	153	187				
1765	energy_v	162	198				
1766	energy_v	170	208				
1767	energy_v	179	219				
1768	energy_v	188	230				
1769	lifemax_v	1856	2166				
1770	lifemax_v	2004	2338				
1771	lifemax_v	2152	2511				
1772	lifemax_v	2301	2684				
1773	lifemax_v	2448	2857				
1774	lifemax_v	2596	3029				
1775	lifemax_v	2745	3202				
1776	lifemax_v	2893	3375				
1777	lifemax_v	3042	3549				
1778	lifemax_v	3188	3720				
1779	lifemax_v	2187	2673				
1780	lifemax_v	2361	2887				
1781	lifemax_v	2536	3100				
1782	lifemax_v	2710	3314				
1783	lifemax_v	2884	3526				
1784	lifemax_v	3059	3739				
1785	lifemax_v	3233	3953				
1786	lifemax_v	3408	4166				
1787	lifemax_v	3582	4380				
1788	lifemax_v	3756	4592				
1789	vitality_v	92	108				
1790	vitality_v	99	116				
1791	vitality_v	107	124				
1792	vitality_v	115	134				
1793	vitality_v	121	141				
1794	vitality_v	129	151				
1795	vitality_v	136	159				
1796	vitality_v	144	168				
1797	vitality_v	151	176				
1798	vitality_v	159	185				
1799	vitality_v	109	135				
1800	vitality_v	117	145				
1801	vitality_v	126	156				
1802	vitality_v	135	167				
1803	vitality_v	144	176				
1804	vitality_v	153	187				
1805	vitality_v	162	198				
1806	vitality_v	170	208				
1807	vitality_v	179	219				
1808	vitality_v	188	230				
1809	stealmana_v	185	216				
1810	stealmana_v	199	233				
1811	stealmana_v	215	250				
1812	stealmana_v	229	267				
1813	stealmana_v	244	285				
1814	stealmana_v	259	302				
1815	stealmana_v	273	319				
1816	stealmana_v	288	337				
1817	stealmana_v	303	353				
1818	stealmana_v	318	371				
1819	stealmana_v	218	268				
1820	stealmana_v	235	289				
1821	stealmana_v	253	311				
1822	stealmana_v	270	332				
1823	stealmana_v	288	354				
1824	stealmana_v	306	374				
1825	stealmana_v	323	395				
1826	stealmana_v	341	417				
1827	stealmana_v	358	438				
1828	stealmana_v	375	459				
1829	steallife_v	185	216				
1830	steallife_v	199	233				
1831	steallife_v	215	250				
1832	steallife_v	229	267				
1833	steallife_v	244	285				
1834	steallife_v	259	302				
1835	steallife_v	273	319				
1836	steallife_v	288	337				
1837	steallife_v	303	353				
1838	steallife_v	318	371				
1839	steallife_v	218	268				
1840	steallife_v	235	289				
1841	steallife_v	253	311				
1842	steallife_v	270	332				
1843	steallife_v	288	354				
1844	steallife_v	306	374				
1845	steallife_v	323	395				
1846	steallife_v	341	417				
1847	steallife_v	358	438				
1848	steallife_v	375	459				
