NpcResId	NpcResFile	NpcShadowResFile	DialogRadius	HeadTextHeight	HeadTextScale	BloodBarHeight	SelectEffectScale	Scale	ShowBoxCollider	BoxColliderSizeX	BoxColliderSizeY	BoxColliderPosX	BoxColliderPosY
9040	Npc/enemy060/enemy060.asset	Npc/enemy060/enemy060_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9041	Npc/enemy008/enemy008.asset	Npc/enemy008/enemy008_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9042	Npc/enemy011/enemy011.asset	Npc/enemy011/enemy011_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9043	Npc/enemy010/enemy010.asset	Npc/enemy010/enemy010_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9044	Npc/enemy046/enemy046.asset	Npc/enemy046/enemy046_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9045	Npc/enemy045/enemy045.asset	Npc/enemy045/enemy045_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9046	Npc/enemy085/enemy085.asset		3	1.2	0.008	2.05	0	0.55	1	0.6	1	0	0.4
9047	Npc/passerby082/passerby082.asset	Npc/passerby082/passerby082_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9048	Npc/passerby025/passerby025.asset	Npc/passerby025/passerby025_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9049	Npc/passerby020/passerby020.asset	Npc/passerby020/passerby020_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9050	Npc/passerby110/passerby110.asset	Npc/passerby110/passerby110_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9051	Npc/enemy014/enemy014.asset	Npc/enemy014/enemy014_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9052	Npc/enemy017/enemy017.asset	Npc/enemy017/enemy017_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9053	Npc/passerby096/passerby096.asset	Npc/passerby096/passerby096_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9054	Npc/enemy077/enemy077.asset	Npc/enemy077/enemy077_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9055	Npc/passerby148/passerby148.asset	Npc/passerby148/passerby148_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9056	Npc/enemy052/enemy052.asset	Npc/enemy052/enemy052_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9057	Npc/passerby161/passerby161.asset	Npc/passerby161/passerby161_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9058	Npc/passerby126/passerby126.asset	Npc/passerby126/passerby126_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9059	Npc/passerby147/passerby147.asset	Npc/passerby147/passerby147_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9060	Npc/passerby488/passerby488.asset	Npc/passerby488/passerby488_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9061	Npc/passerby487/passerby487.asset	Npc/passerby487/passerby487_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9062	Npc/passerby486/passerby486.asset	Npc/passerby486/passerby486_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9063	Npc/passerby347/passerby347.asset	Npc/passerby347/passerby347_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9064	Npc/critter124a/critter124a.asset	Npc/critter124a/critter124a_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9065	Npc/critter128/critter128.asset	Npc/critter128/critter128_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
9275	Npc/enemy617/enemy617.asset	Npc/enemy617/enemy617_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9276	Npc/enemy615/enemy615.asset	Npc/enemy615/enemy615_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9277	Npc/enemy620/enemy620.asset	Npc/enemy620/enemy620_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9278	Npc/enemy618/enemy618.asset	Npc/enemy618/enemy618_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9279	Npc/enemy619/enemy619.asset	Npc/enemy619/enemy619_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9280	Npc/passerby560/passerby560.asset	Npc/passerby560/passerby560_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9281	Npc/passerby561/passerby561.asset	Npc/passerby561/passerby561_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9282	Npc/passerby562/passerby562.asset	Npc/passerby562/passerby562_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9284	Npc/boss190/boss190.asset	Npc/boss190/boss190_shadow.asset	3	1.5	0.008	1.1	0		1	0.6	1	0	0.4
9285	Npc/enemy701b/enemy701b.asset	Npc/enemy701b/enemy701b_shadow.asset	3	1.4	0.008	1.1	0		1	0.6	1	0	0.4
9286	Npc/enemy334/enemy334.asset	Npc/enemy334/enemy334_shadow.asset	3	1.5	0.008	1.1	0		1	0.6	1	0	0.4
9287	Npc/enemy110/enemy110.asset	Npc/enemy110/enemy110_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9288	Npc/enemy114/enemy114.asset	Npc/enemy114/enemy114_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9289	Npc/passerby2000/passerby2000.asset	Npc/passerby2000/passerby2000_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9290	Npc/passerby2001/passerby2001.asset	Npc/passerby2001/passerby2001_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9293	Npc/enemy701/enemy701.asset	Npc/enemy701/enemy701_shadow.asset	3	1.5	0.008	1.1	0		1	0.6	1	0	0.4
9294	Npc/enemy702/enemy702.asset	Npc/enemy702/enemy702_shadow.asset	3	1.4	0.008	1.1	0	0.75	1	0.6	1	0	0.4
9295	Npc/enemy703/enemy703.asset	Npc/enemy703/enemy703_shadow.asset	3	1.4	0.008	1.1	0	0.75	1	0.6	1	0	0.4
9296	Npc/enemy704/enemy704.asset	Npc/enemy704/enemy704_shadow.asset	3	1.4	0.008	1.1	0	0.8	1	0.6	1	0	0.4
9308	Npc/enemy075/enemy075.asset	Npc/enemy075/enemy075_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
9319	Npc/enemy709/enemy709.asset	Npc/enemy709/enemy709_shadow.asset	3	1.8	0.008	1.1	0		1	0.6	1	0	0.4
9320	Npc/enemy710/enemy710.asset	Npc/enemy710/enemy710_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9321	Npc/enemy711/enemy711.asset	Npc/enemy711/enemy711_shadow.asset	3	1.6	0.008	1.1	0		1	0.6	1	0	0.4
9322	Npc/enemy708/enemy708.asset	Npc/enemy708/enemy708_shadow.asset	3	1.4	0.008	1.1	0	0.7	1	0.6	1	0	0.4
10000	Npc/passerby164/passerby164.asset		3	1.2	0.008	1.1	1.2		0				
10001	Npc/critter2086/critter2086.asset		3	1.2	0.008	1.1	1.2		0				
10002	Npc/critter2087/critter2087.asset		3	1.2	0.008	1.1	1.2		0				
11000	Npc/enemy174/enemy174.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11001	Npc/passerby199/passerby199.asset		3	3.3	0.008	3.2	0		1	0.6	1	0	0.4
11043	Npc/passerby151/passerby151.asset		3	1.2	0.008	3.2	0		1	0.6	1	0	0.4
11100	Npc/passerby516/passerby516.asset		3	3.3	0.008	3.2	0		1	0.6	1	0	0.4
11109	Npc/passerby154/passerby154.asset		3	0.8	0.008	1000	0		1	0.6	1	0	0.4
11110	Npc/passerby134/passerby134.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11111	Npc/passerby130/passerby130.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11112	Npc/passerby128/passerby128.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11113	Npc/passerby154/passerby154.asset		3	0.8	0.008	1.1	0		1	0.6	1	0	0.4
11114	Npc/passerby154/passerby154.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11115	Npc/passerby154/passerby154.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11116	Npc/passerby018/passerby018.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11120	Npc/passerby194/passerby194.asset		3	1.5	0.008	1.1	1.2		1	0.6	1	0	0.4
11130	Npc/passerby122/passerby122.asset	Npc/passerby122/passerby122_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11131	Npc/passerby174/passerby174.asset	Npc/passerby174/passerby174_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11132	Npc/passerby111/passerby111.asset	Npc/passerby111/passerby111_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11133	Npc/passerby198/passerby198.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11134	Npc/passerby195/passerby195.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11135	Npc/passerby197/passerby197.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11136	Npc/passerby192/passerby192.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11137	Npc/enemy158/enemy158.asset		3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
11138	Npc/ani016/ani016.asset	Npc/ani016/ani016_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
11139	Npc/enemy137/enemy137.asset	Npc/enemy137/enemy137_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11140	Npc/passerby184/passerby184.asset	Npc/passerby184/passerby184_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
11141	Npc/enemy608/enemy608.asset	Npc/enemy608/enemy608_shadow.asset	3	2.2	0.008	2.05	0		1	0.6	1	0	0.4
11142	Npc/enemy270/enemy270.asset	Npc/enemy270/enemy270_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
11143	Npc/enemy269/enemy269.asset	Npc/enemy269/enemy269_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12001	Npc/passerby085/passerby085.asset	Npc/passerby085/passerby085_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12002	Npc/enemy222/enemy222.asset	Npc/enemy222/enemy222_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12003	Npc/enemy183/enemy183.asset	Npc/enemy183/enemy183_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12004	Npc/enemy195/enemy195.asset	Npc/enemy195/enemy195_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12005	Npc/enemy194/enemy194.asset	Npc/enemy194/enemy194_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12006	Npc/passerby029/passerby029.asset	Npc/passerby029/passerby029_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12007	Npc/enemy178/enemy178.asset	Npc/enemy178/enemy178_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12008	Npc/enemy031/enemy031.asset	Npc/enemy031/enemy031_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12009	Npc/boss017/boss017.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12010	Npc/boss013/boss013.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12011	Npc/boss018/boss018.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12012	Npc/boss015/boss015.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12013	Npc/boss014/boss014.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12014	Npc/boss019/boss019.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12015	Npc/passerby065/passerby065.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12016	Npc/boss028/boss028.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12017	Npc/boss024/boss024.asset		3	1.5	0.008	1.3	1.5	0.55	1	0.6	1	0	0.4
12018	Npc/boss018/boss018.asset	Npc/boss018/boss018_shadow.asset	3	1.5	0.008	1.3	0	0.55	1	0.6	1	0	0.4
12019	Npc/enemy308/enemy308.asset		3	1.5	0.008	1.3	1.5	0.4	1	0.6	1	0	0.4
12020	Npc/passerby011/passerby011.asset	Npc/passerby011/passerby011_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12021	Npc/passerby033/passerby033.asset		3	1.2	0.008	1.1	1.5	0.55	1	0.6	1	0	0.4
12022	Npc/ani021/ani021.asset	Npc/ani021/ani021_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12023	Npc/ani022/ani022.asset	Npc/ani022/ani022_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12024	Npc/passerby173/passerby173.asset	Npc/passerby173/passerby173_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12025	Npc/passerby553/passerby553.asset	Npc/passerby553/passerby553_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12026	Npc/passerby238/passerby238.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12027	Npc/passerby222/passerby222.asset	Npc/passerby222/passerby222_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12028	Npc/passerby356/passerby356.asset	Npc/passerby356/passerby356_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12029	Npc/passerby383/passerby383.asset	Npc/passerby383/passerby383_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12030	NPC/boss037/boss037.asset	NPC/boss037/boss037_shadow.asset	3	3.2	0.008	3.05	1.5		1	0.6	1	0	0.4
12031	NPC/enemy069large/enemy069large.asset	NPC/enemy069large/enemy069large_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12032	NPC/enemy172large/enemy172large.asset	NPC/enemy172large/enemy172large_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12033	NPC/enemy245/enemy245.asset	NPC/enemy245/enemy245_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12034	NPC/enemy241/enemy241.asset	NPC/enemy241/enemy241_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12035	NPC/enemy247/enemy247.asset	NPC/enemy247/enemy247_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12036	NPC/enemy244/enemy244.asset	NPC/enemy244/enemy244_shadow.asset	3	2.2	0.008	2.05	1.5		1	0.6	1	0	0.4
12037	Npc/enemy065/enemy065.asset	Npc/enemy065/enemy065_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12038	Npc/critter091/critter091.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12039	Npc/enemy171/enemy171.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12040	Npc/passerby132/passerby132.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12041	Npc/enemy188/enemy188.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12042	Npc/passerby084/passerby084.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12043	Npc/enemy228/enemy228.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12044	Npc/enemy050/enemy050.asset		3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12045	Npc/passerby321/passerby321.asset	Npc/passerby321/passerby321_shadow.asset	3	1.5	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12046	Npc/passerby546/passerby546.asset	Npc/passerby546/passerby546_shadow.asset	3	1.5	0.008	1.1	0	0.45	1	0.6	1	0	0.4
12047	Npc/passerby322/passerby322.asset	Npc/passerby322/passerby322_shadow.asset	3	1.5	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12048	Npc/passerby545/passerby545.asset	Npc/passerby545/passerby545_shadow.asset	3	1.5	0.008	1.1	0	0.45	1	0.6	1	0	0.4
12257	Npc/enemy125/enemy125.asset	Npc/enemy125/enemy125_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12258	Npc/enemy107/enemy107.asset	Npc/enemy107/enemy107_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12259	Npc/enemy110/enemy110.asset	Npc/enemy110/enemy110_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12260	Npc/enemy069/enemy069.asset	Npc/enemy069/enemy069_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12261	Npc/enemy089/enemy089.asset	Npc/enemy089/enemy089_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12262	Npc/enemy096/enemy096.asset	Npc/enemy096/enemy096_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12263	Npc/enemy094/enemy094.asset	Npc/enemy094/enemy094_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12264	Npc/enemy125/enemy125.asset	Npc/enemy125/enemy125_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12265	Npc/enemy084/enemy084.asset	Npc/enemy084/enemy084_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12266	Npc/enemy124/enemy124.asset	Npc/enemy124/enemy124_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12267	Npc/enemy002/enemy002.asset	Npc/enemy002/enemy002_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12268	Npc/enemy122/enemy122.asset	Npc/enemy122/enemy122_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12269	Npc/enemy185/enemy185.asset	Npc/enemy185/enemy185_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12270	Npc/passerby233/passerby233.asset	Npc/passerby233/passerby233_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12271	Npc/passerby324/passerby324.asset	Npc/passerby324/passerby324_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12272	Npc/passerby168/passerby168.asset	Npc/passerby168/passerby168_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12273	Npc/passerby230/passerby230.asset	Npc/passerby230/passerby230_shadow.asset	3	2.5	0.008	1.1	0		1	0.6	1	0	0.4
12274	Npc/enemy154/enemy154.asset	Npc/enemy154/enemy154_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12275	Npc/enemy198/enemy198.asset	Npc/enemy198/enemy198_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12276	Npc/passerby377/passerby377.asset	Npc/passerby377/passerby377_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12277	Npc/passerby378/passerby378.asset	Npc/passerby378/passerby378_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12278	Npc/passerby349/passerby349.asset	Npc/passerby349/passerby349_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12279	Npc/passerby287/passerby287.asset	Npc/passerby287/passerby287_shadow.asset	3	1.5	0.008	1.1	0		1	0.6	1	0	0.4
12283	Npc/passerby673/passerby673.asset	Npc/passerby673/passerby673_shadow.asset	3	1.8	0.008	1.1	0		1	0.6	1	0	0.4
12289	Npc/passerby174a/passerby174a.asset	Npc/passerby174a/passerby174a_shadow.asset	3	3.3	0.008	3.2	0		1	0.6	1	0	0.4
12290	Npc/passerby174b/passerby174b.asset	Npc/passerby174b/passerby174b_shadow.asset	3	3.4	0.008	3.3	0		1	0.6	1	0	0.4
12291	Npc/passerby321a/passerby321a.asset	Npc/passerby321a/passerby321a_shadow.asset	3	2.6	0.008	3.3	0		1	0.6	1	0	0.4
12292	Npc/passerby321b/passerby321b.asset	Npc/passerby321b/passerby321b_shadow.asset	3	2.6	0.008	3.3	0		1	0.6	1	0	0.4
12293	Npc/enemy136/enemy136.asset	Npc/enemy136/enemy136_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12294	Npc/enemy137/enemy137.asset	Npc/enemy137/enemy137_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12295	Npc/critter091/critter091.asset	Npc/critter091/critter091_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12296	Npc/critter093/critter093.asset	Npc/critter093/critter093_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12297	Npc/passerby214/passerby214.asset	Npc/passerby214/passerby214_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12298	Npc/passerby217/passerby217.asset	Npc/passerby217/passerby217_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12299	Npc/passerby215/passerby215.asset	Npc/passerby215/passerby215_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12300	Npc/passerby213/passerby213.asset	Npc/passerby213/passerby213_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12301	Npc/passerby218/passerby218.asset	Npc/passerby218/passerby218_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12302	Npc/passerby216/passerby216.asset	Npc/passerby216/passerby216_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12303	Npc/passerby223/passerby223.asset	Npc/passerby223/passerby223_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12304	Npc/passerby227/passerby227.asset	Npc/passerby227/passerby227_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12305	Npc/passerby224/passerby224.asset	Npc/passerby224/passerby224_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12306	Npc/passerby225/passerby225.asset	Npc/passerby225/passerby225_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12307	Npc/passerby226/passerby226.asset	Npc/passerby226/passerby226_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12308	Npc/passerby220/passerby220.asset	Npc/passerby220/passerby220_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12309	Npc/passerby221/passerby221.asset	Npc/passerby221/passerby221_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12310	Npc/passerby222/passerby222.asset	Npc/passerby222/passerby222_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12311	Npc/passerby219/passerby219.asset	Npc/passerby219/passerby219_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12312	Npc/enemy180/enemy180.asset	Npc/enemy180/enemy180_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12313	Npc/enemy176/enemy176.asset	Npc/enemy176/enemy176_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12314	Npc/enemy235/enemy235.asset	Npc/enemy235/enemy235_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12315	Npc/enemy236/enemy236.asset	Npc/enemy236/enemy236_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12316	Npc/enemy257/enemy257.asset	Npc/enemy257/enemy257_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12317	Npc/passerby275/passerby275.asset	Npc/passerby275/passerby275_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12318	Npc/passerby401/passerby401.asset	Npc/passerby401/passerby401_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12319	Npc/passerby405/passerby405.asset	Npc/passerby405/passerby405_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12320	Npc/passerby523/passerby523.asset	Npc/passerby523/passerby523_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12321	Npc/passerby524/passerby524.asset	Npc/passerby524/passerby524_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12322	Npc/passerby525/passerby525.asset	Npc/passerby525/passerby525_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12323	Npc/passerby526/passerby526.asset	Npc/passerby526/passerby526_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12324	Npc/passerby527/passerby527.asset	Npc/passerby527/passerby527_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12325	Npc/passerby541/passerby541.asset	Npc/passerby541/passerby541_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12326	Npc/passerby212/passerby212.asset	Npc/passerby212/passerby212_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12327	Npc/passerby276/passerby276.asset	Npc/passerby276/passerby276_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12328	Npc/enemy190/enemy190.asset	Npc/enemy190/enemy190_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12329	Npc/enemy191/enemy191.asset	Npc/enemy191/enemy191_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12330	Npc/enemy219/enemy219.asset	Npc/enemy219/enemy219_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12331	Npc/enemy154/enemy154.asset	Npc/enemy154/enemy154_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12332	Npc/passerby177/passerby177.asset	Npc/passerby177/passerby177_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12333	Npc/passerby178/passerby178.asset	Npc/passerby178/passerby178_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12334	Npc/passerby112/passerby112.asset	Npc/passerby112/passerby112_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12335	Npc/passerby113/passerby113.asset	Npc/passerby113/passerby113_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12336	Npc/passerby228/passerby228.asset	Npc/passerby228/passerby228_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12337	Npc/passerby504/passerby504.asset	Npc/passerby504/passerby504_shadow.asset	3	2.4	0.008	1.1	0		1	0.6	1	0	0.4
12338	Npc/passerby434/passerby434.asset	Npc/passerby434/passerby434_shadow.asset	3	2.4	0.008	1.1	0		1	0.6	1	0	0.4
12339	Npc/passerby666/passerby666.asset	Npc/passerby666/passerby666_shadow.asset	3	1.7	0.008	1.6	0		1	0.6	1	0	0.4
12340	Npc/passerby667/passerby667.asset	Npc/passerby667/passerby667_shadow.asset	3	1.7	0.008	1.6	0		1	0.6	1	0	0.4
12341	Npc/passerby668/passerby668.asset	Npc/passerby668/passerby668_shadow.asset	3	1.7	0.008	1.6	0		1	0.6	1	0	0.4
12342	Npc/passerby476/passerby476.asset	Npc/passerby476/passerby476_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
