nGroupId	nOrder	nIndex	szAttrType	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3	nCompareIndex	nReference	tbnColorList	FightPower	nAttrTypeWeight
7	14	3	basic_damage_v	117	176			117	176	1	251	60|80|100	5020	50
7	14	4	deadlystrike_damage_v	117	176					1	251	60|80|100	5020	50
7	14	5	deadlystrike_v	117	176					1	251	60|80|100	5020	50
7	14	6	strength_v	117	176					1	251	60|80|100	5020	50
7	14	7	dexterity_v	117	176					1	251	60|80|100	5020	50
7	14	8	ignore_wood_resist_v	100	100	117	176			2	251	60|80|100	2000	100
7	14	9	ignore_defense_v	117	176					1	251	60|80|100	5020	50
7	14	10	rangedamage_return_v	470	705					1	1006	60|80|100	5030	120
7	14	11	meleedamage_return_v	470	705					1	1006	60|80|100	5030	120
7	14	12	attackrating_v	117	176					1	251	60|80|100	5020	120
7	14	13	lifemax_v	2346	3519					1	5026	60|80|100	5026	100
7	14	14	manamax_v	2346	3519					1	5026	60|80|100	5026	120
7	14	15	wood_resist_v	587	880					1	1257	60|80|100	5028	100
7	14	16	stealmana_v	235	352					1	503	60|80|100	5030	120
7	14	17	steallife_v	235	352					1	503	60|80|100	5030	100
7	14	18	recover_life_v	117	176	9	9			1	251	60|80|100	5020	100
7	14	19	recover_mana_v	117	176	9	9			1	251	60|80|100	5020	120
7	14	20	lifereplenish_w	939	1408					1	2010	60|80|100	5025	100
7	14	21	manareplenish_w	939	1408					1	2010	60|80|100	5025	120
7	14	22	weaken_deadlystrike_damage_v	117	176					1	251	60|80|100	5020	100
7	14	23	weaken_deadlystrike_v	117	176					1	251	60|80|100	5020	100
7	14	24	defense_v	117	176					1	251	60|80|100	5020	100
7	14	25	vitality_v	117	176					1	251	60|80|100	5020	100
7	14	26	energy_v	117	176					1	251	60|80|100	5020	100
7	14	27	return_resist_range_v	470	705					1	1006	60|80|100	5030	120
7	14	28	return_resist_melee_v	470	705					1	1006	60|80|100	5030	120
7	15	1	physical_wooddamage_v	123	184					1	263	60|80|100	5260	50
7	15	2	energy_wooddamage_v	123	184					1	263	60|80|100	5260	50
7	15	3	basic_damage_v	123	184			123	184	1	263	60|80|100	5260	50
7	15	4	deadlystrike_damage_v	123	184					1	263	60|80|100	5260	50
7	15	5	deadlystrike_v	123	184					1	263	60|80|100	5260	50
7	15	6	strength_v	123	184					1	263	60|80|100	5260	50
7	15	7	dexterity_v	123	184					1	263	60|80|100	5260	50
7	15	8	ignore_wood_resist_v	100	100	123	184			2	263	60|80|100	2000	100
7	15	9	ignore_defense_v	123	184					1	263	60|80|100	5260	50
7	15	10	rangedamage_return_v	492	737					1	1053	60|80|100	5265	120
7	15	11	meleedamage_return_v	492	737					1	1053	60|80|100	5265	120
7	15	12	attackrating_v	123	184					1	263	60|80|100	5260	120
7	15	13	lifemax_v	2456	3684					1	5262	60|80|100	5262	100
7	15	14	manamax_v	2456	3684					1	5262	60|80|100	5262	120
7	15	15	wood_resist_v	614	921					1	1316	60|80|100	5264	100
7	15	16	stealmana_v	246	369					1	527	60|80|100	5270	120
7	15	17	steallife_v	246	369					1	527	60|80|100	5270	100
7	15	18	recover_life_v	123	184	9	9			1	263	60|80|100	5260	100
7	15	19	recover_mana_v	123	184	9	9			1	263	60|80|100	5260	120
7	15	20	lifereplenish_w	983	1474					1	2105	60|80|100	5263	100
7	15	21	manareplenish_w	983	1474					1	2105	60|80|100	5263	120
7	15	22	weaken_deadlystrike_damage_v	123	184					1	263	60|80|100	5260	100
7	15	23	weaken_deadlystrike_v	123	184					1	263	60|80|100	5260	100
7	15	24	defense_v	123	184					1	263	60|80|100	5260	100
7	15	25	vitality_v	123	184					1	263	60|80|100	5260	100
7	15	26	energy_v	123	184					1	263	60|80|100	5260	100
7	15	27	return_resist_range_v	492	737					1	1053	60|80|100	5265	120
7	15	28	return_resist_melee_v	492	737					1	1053	60|80|100	5265	120
7	16	1	physical_wooddamage_v	128	192					1	275	60|80|100	5500	50
7	16	2	energy_wooddamage_v	128	192					1	275	60|80|100	5500	50
7	16	3	basic_damage_v	128	192			128	192	1	275	60|80|100	5500	50
7	16	4	deadlystrike_damage_v	128	192					1	275	60|80|100	5500	50
7	16	5	deadlystrike_v	128	192					1	275	60|80|100	5500	50
7	16	6	strength_v	128	192					1	275	60|80|100	5500	50
7	16	7	dexterity_v	128	192					1	275	60|80|100	5500	50
7	16	8	ignore_wood_resist_v	100	100	128	192			2	275	60|80|100	2000	100
7	16	9	ignore_defense_v	128	192					1	275	60|80|100	5500	50
7	16	10	rangedamage_return_v	513	770					1	1100	60|80|100	5500	120
7	16	11	meleedamage_return_v	513	770					1	1100	60|80|100	5500	120
7	16	12	attackrating_v	128	192					1	275	60|80|100	5500	120
7	16	13	lifemax_v	2566	3849					1	5499	60|80|100	5499	100
7	16	14	manamax_v	2566	3849					1	5499	60|80|100	5499	120
7	16	15	wood_resist_v	642	963					1	1376	60|80|100	5504	100
7	16	16	stealmana_v	257	386					1	550	60|80|100	5500	120
7	16	17	steallife_v	257	386					1	550	60|80|100	5500	100
7	16	18	recover_life_v	128	192	9	9			1	275	60|80|100	5500	100
7	16	19	recover_mana_v	128	192	9	9			1	275	60|80|100	5500	120
7	16	20	lifereplenish_w	1027	1540					1	2200	60|80|100	5500	100
7	16	21	manareplenish_w	1027	1540					1	2200	60|80|100	5500	120
7	16	22	weaken_deadlystrike_damage_v	128	192					1	275	60|80|100	5500	100
7	16	23	weaken_deadlystrike_v	128	192					1	275	60|80|100	5500	100
7	16	24	defense_v	128	192					1	275	60|80|100	5500	100
7	16	25	vitality_v	128	192					1	275	60|80|100	5500	100
7	16	26	energy_v	128	192					1	275	60|80|100	5500	100
7	16	27	return_resist_range_v	513	770					1	1100	60|80|100	5500	120
7	16	28	return_resist_melee_v	513	770					1	1100	60|80|100	5500	120
7	17	1	physical_wooddamage_v	134	201					1	287	60|80|100	5740	50
7	17	2	energy_wooddamage_v	134	201					1	287	60|80|100	5740	50
7	17	3	basic_damage_v	134	201			134	201	1	287	60|80|100	5740	50
7	17	4	deadlystrike_damage_v	134	201					1	287	60|80|100	5740	50
7	17	5	deadlystrike_v	134	201					1	287	60|80|100	5740	50
7	17	6	strength_v	134	201					1	287	60|80|100	5740	50
7	17	7	dexterity_v	134	201					1	287	60|80|100	5740	50
7	17	8	ignore_wood_resist_v	100	100	134	201			2	287	60|80|100	2000	100
7	17	9	ignore_defense_v	134	201					1	287	60|80|100	5740	50
7	17	10	rangedamage_return_v	536	803					1	1148	60|80|100	5740	120
7	17	11	meleedamage_return_v	536	803					1	1148	60|80|100	5740	120
7	17	12	attackrating_v	134	201					1	287	60|80|100	5740	120
7	17	13	lifemax_v	2676	4014					1	5735	60|80|100	5735	100
7	17	14	manamax_v	2676	4014					1	5735	60|80|100	5735	120
7	17	15	wood_resist_v	670	1005					1	1434	60|80|100	5736	100
7	17	16	stealmana_v	268	402					1	574	60|80|100	5740	120
7	17	17	steallife_v	268	402					1	574	60|80|100	5740	100
7	17	18	recover_life_v	134	201	9	9			1	287	60|80|100	5740	100
7	17	19	recover_mana_v	134	201	9	9			1	287	60|80|100	5740	120
7	17	20	lifereplenish_w	1071	1606					1	2295	60|80|100	5738	100
7	17	21	manareplenish_w	1071	1606					1	2295	60|80|100	5738	120
7	17	22	weaken_deadlystrike_damage_v	134	201					1	287	60|80|100	5740	100
7	17	23	weaken_deadlystrike_v	134	201					1	287	60|80|100	5740	100
7	17	24	defense_v	134	201					1	287	60|80|100	5740	100
7	17	25	vitality_v	134	201					1	287	60|80|100	5740	100
7	17	26	energy_v	134	201					1	287	60|80|100	5740	100
7	17	27	return_resist_range_v	536	803					1	1148	60|80|100	5740	120
7	17	28	return_resist_melee_v	536	803					1	1148	60|80|100	5740	120
7	18	1	physical_wooddamage_v	140	209					1	299	60|80|100	5980	50
7	18	2	energy_wooddamage_v	140	209					1	299	60|80|100	5980	50
7	18	3	basic_damage_v	140	209			140	209	1	299	60|80|100	5980	50
7	18	4	deadlystrike_damage_v	140	209					1	299	60|80|100	5980	50
7	18	5	deadlystrike_v	140	209					1	299	60|80|100	5980	50
7	18	6	strength_v	140	209					1	299	60|80|100	5980	50
7	18	7	dexterity_v	140	209					1	299	60|80|100	5980	50
7	18	8	ignore_wood_resist_v	100	100	140	209			2	299	60|80|100	2000	100
7	18	9	ignore_defense_v	140	209					1	299	60|80|100	5980	50
7	18	10	rangedamage_return_v	558	837					1	1194	60|80|100	5970	120
7	18	11	meleedamage_return_v	558	837					1	1194	60|80|100	5970	120
7	18	12	attackrating_v	140	209					1	299	60|80|100	5980	120
7	18	13	lifemax_v	2788	4181					1	5973	60|80|100	5973	100
7	18	14	manamax_v	2788	4181					1	5973	60|80|100	5973	120
7	18	15	wood_resist_v	697	1046					1	1493	60|80|100	5972	100
7	18	16	stealmana_v	280	419					1	598	60|80|100	5980	120
7	18	17	steallife_v	280	419					1	598	60|80|100	5980	100
7	18	18	recover_life_v	140	209	9	9			1	299	60|80|100	5980	100
7	18	19	recover_mana_v	140	209	9	9			1	299	60|80|100	5980	120
7	18	20	lifereplenish_w	1116	1673					1	2390	60|80|100	5975	100
7	18	21	manareplenish_w	1116	1673					1	2390	60|80|100	5975	120
7	18	22	weaken_deadlystrike_damage_v	140	209					1	299	60|80|100	5980	100
7	18	23	weaken_deadlystrike_v	140	209					1	299	60|80|100	5980	100
7	18	24	defense_v	140	209					1	299	60|80|100	5980	100
7	18	25	vitality_v	140	209					1	299	60|80|100	5980	100
7	18	26	energy_v	140	209					1	299	60|80|100	5980	100
7	18	27	return_resist_range_v	558	837					1	1194	60|80|100	5970	120
7	18	28	return_resist_melee_v	558	837					1	1194	60|80|100	5970	120
7	19	1	physical_wooddamage_v	145	218					1	311	60|80|100	6220	50
7	19	2	energy_wooddamage_v	145	218					1	311	60|80|100	6220	50
7	19	3	basic_damage_v	145	218			145	218	1	311	60|80|100	6220	50
7	19	4	deadlystrike_damage_v	145	218					1	311	60|80|100	6220	50
7	19	5	deadlystrike_v	145	218					1	311	60|80|100	6220	50
7	19	6	strength_v	145	218					1	311	60|80|100	6220	50
7	19	7	dexterity_v	145	218					1	311	60|80|100	6220	50
7	19	8	ignore_wood_resist_v	100	100	145	218			2	311	60|80|100	2000	100
7	19	9	ignore_defense_v	145	218					1	311	60|80|100	6220	50
7	19	10	rangedamage_return_v	580	870					1	1242	60|80|100	6210	120
7	19	11	meleedamage_return_v	580	870					1	1242	60|80|100	6210	120
7	19	12	attackrating_v	145	218					1	311	60|80|100	6220	120
7	19	13	lifemax_v	2898	4347					1	6209	60|80|100	6209	100
7	19	14	manamax_v	2898	4347					1	6209	60|80|100	6209	120
7	19	15	wood_resist_v	724	1086					1	1552	60|80|100	6208	100
7	19	16	stealmana_v	290	435					1	621	60|80|100	6210	120
7	19	17	steallife_v	290	435					1	621	60|80|100	6210	100
7	19	18	recover_life_v	145	218	9	9			1	311	60|80|100	6220	100
7	19	19	recover_mana_v	145	218	9	9			1	311	60|80|100	6220	120
7	19	20	lifereplenish_w	1159	1738					1	2483	60|80|100	6208	100
7	19	21	manareplenish_w	1159	1738					1	2483	60|80|100	6208	120
7	19	22	weaken_deadlystrike_damage_v	145	218					1	311	60|80|100	6220	100
7	19	23	weaken_deadlystrike_v	145	218					1	311	60|80|100	6220	100
7	19	24	defense_v	145	218					1	311	60|80|100	6220	100
7	19	25	vitality_v	145	218					1	311	60|80|100	6220	100
7	19	26	energy_v	145	218					1	311	60|80|100	6220	100
7	19	27	return_resist_range_v	580	870					1	1242	60|80|100	6210	120
7	19	28	return_resist_melee_v	580	870					1	1242	60|80|100	6210	120
7	20	1	physical_wooddamage_v	151	226					1	323	60|80|100	6460	50
7	20	2	energy_wooddamage_v	151	226					1	323	60|80|100	6460	50
7	20	3	basic_damage_v	151	226			151	226	1	323	60|80|100	6460	50
7	20	4	deadlystrike_damage_v	151	226					1	323	60|80|100	6460	50
7	20	5	deadlystrike_v	151	226					1	323	60|80|100	6460	50
7	20	6	strength_v	151	226					1	323	60|80|100	6460	50
7	20	7	dexterity_v	151	226					1	323	60|80|100	6460	50
7	20	8	ignore_wood_resist_v	100	100	151	226			2	323	60|80|100	2000	100
7	20	9	ignore_defense_v	151	226					1	323	60|80|100	6460	50
7	20	10	rangedamage_return_v	602	903					1	1289	60|80|100	6445	120
7	20	11	meleedamage_return_v	602	903					1	1289	60|80|100	6445	120
7	20	12	attackrating_v	151	226					1	323	60|80|100	6460	120
7	20	13	lifemax_v	3008	4512					1	6446	60|80|100	6446	100
7	20	14	manamax_v	3008	4512					1	6446	60|80|100	6446	120
7	20	15	wood_resist_v	752	1128					1	1612	60|80|100	6448	100
7	20	16	stealmana_v	301	452					1	645	60|80|100	6450	120
7	20	17	steallife_v	301	452					1	645	60|80|100	6450	100
7	20	18	recover_life_v	151	226	9	9			1	323	60|80|100	6460	100
7	20	19	recover_mana_v	151	226	9	9			1	323	60|80|100	6460	120
7	20	20	lifereplenish_w	1204	1805					1	2578	60|80|100	6445	100
7	20	21	manareplenish_w	1204	1805					1	2578	60|80|100	6445	120
7	20	22	weaken_deadlystrike_damage_v	151	226					1	323	60|80|100	6460	100
7	20	23	weaken_deadlystrike_v	151	226					1	323	60|80|100	6460	100
7	20	24	defense_v	151	226					1	323	60|80|100	6460	100
7	20	25	vitality_v	151	226					1	323	60|80|100	6460	100
7	20	26	energy_v	151	226					1	323	60|80|100	6460	100
7	20	27	return_resist_range_v	602	903					1	1289	60|80|100	6445	120
7	20	28	return_resist_melee_v	602	903					1	1289	60|80|100	6445	120
7	21	1	physical_wooddamage_v	156	234					1	334	60|80|100	6680	50
7	21	2	energy_wooddamage_v	156	234					1	334	60|80|100	6680	50
7	21	3	basic_damage_v	156	234			156	234	1	334	60|80|100	6680	50
7	21	4	deadlystrike_damage_v	156	234					1	334	60|80|100	6680	50
7	21	5	deadlystrike_v	156	234					1	334	60|80|100	6680	50
7	21	6	strength_v	156	234					1	334	60|80|100	6680	50
7	21	7	dexterity_v	156	234					1	334	60|80|100	6680	50
7	21	8	ignore_wood_resist_v	100	100	156	234			2	334	60|80|100	2000	100
7	21	9	ignore_defense_v	156	234					1	334	60|80|100	6680	50
7	21	10	rangedamage_return_v	624	936					1	1337	60|80|100	6685	120
7	21	11	meleedamage_return_v	624	936					1	1337	60|80|100	6685	120
7	21	12	attackrating_v	156	234					1	334	60|80|100	6680	120
7	21	13	lifemax_v	3119	4678					1	6682	60|80|100	6682	100
7	21	14	manamax_v	3119	4678					1	6682	60|80|100	6682	120
7	21	15	wood_resist_v	780	1169					1	1671	60|80|100	6684	100
7	21	16	stealmana_v	312	468					1	669	60|80|100	6690	120
7	21	17	steallife_v	312	468					1	669	60|80|100	6690	100
7	21	18	recover_life_v	156	234	9	9			1	334	60|80|100	6680	100
7	21	19	recover_mana_v	156	234	9	9			1	334	60|80|100	6680	120
7	21	20	lifereplenish_w	1248	1871					1	2673	60|80|100	6683	100
7	21	21	manareplenish_w	1248	1871					1	2673	60|80|100	6683	120
7	21	22	weaken_deadlystrike_damage_v	156	234					1	334	60|80|100	6680	100
7	21	23	weaken_deadlystrike_v	156	234					1	334	60|80|100	6680	100
7	21	24	defense_v	156	234					1	334	60|80|100	6680	100
7	21	25	vitality_v	156	234					1	334	60|80|100	6680	100
7	21	26	energy_v	156	234					1	334	60|80|100	6680	100
7	21	27	return_resist_range_v	624	936					1	1337	60|80|100	6685	120
7	21	28	return_resist_melee_v	624	936					1	1337	60|80|100	6685	120
8	1	1	physical_waterdamage_v	31	46					1	65	60|80|100	1300	50
8	1	2	energy_waterdamage_v	31	46					1	65	60|80|100	1300	50
8	1	3	basic_damage_v	31	46			31	46	1	65	60|80|100	1300	50
8	1	4	deadlystrike_damage_v	31	46					1	65	60|80|100	1300	50
8	1	5	deadlystrike_v	31	46					1	65	60|80|100	1300	50
8	1	6	strength_v	31	46					1	65	60|80|100	1300	50
8	1	7	dexterity_v	31	46					1	65	60|80|100	1300	50
8	1	8	ignore_water_resist_v	100	100	31	46			2	100	60|80|100	2000	100
8	1	9	ignore_defense_v	31	46					1	65	60|80|100	1300	50
8	1	10	rangedamage_return_v	121	182					1	258	60|80|100	1290	120
8	1	11	meleedamage_return_v	121	182					1	258	60|80|100	1290	120
8	1	12	attackrating_v	31	46					1	65	60|80|100	1300	120
8	1	13	lifemax_v	603	904					1	1292	60|80|100	1292	100
8	1	14	manamax_v	603	904					1	1292	60|80|100	1292	120
8	1	15	water_resist_v	151	226					1	323	60|80|100	1292	100
8	1	16	stealmana_v	61	92					1	130	60|80|100	1300	120
8	1	17	steallife_v	61	92					1	130	60|80|100	1300	100
8	1	18	recover_life_v	31	46	9	9			1	65	60|80|100	1300	100
8	1	19	recover_mana_v	31	46	9	9			1	65	60|80|100	1300	120
8	1	20	lifereplenish_w	241	362					1	516	60|80|100	1290	100
8	1	21	manareplenish_w	241	362					1	516	60|80|100	1290	120
8	1	22	weaken_deadlystrike_damage_v	31	46					1	65	60|80|100	1300	100
8	1	23	weaken_deadlystrike_v	31	46					1	65	60|80|100	1300	100
8	1	24	defense_v	31	46					1	65	60|80|100	1300	100
8	1	25	vitality_v	31	46					1	65	60|80|100	1300	100
8	1	26	energy_v	31	46					1	65	60|80|100	1300	100
8	1	27	return_resist_range_v	121	182					1	258	60|80|100	1290	120
8	1	28	return_resist_melee_v	121	182					1	258	60|80|100	1290	120
8	2	1	physical_waterdamage_v	35	52					1	75	60|80|100	1500	50
8	2	2	energy_waterdamage_v	35	52					1	75	60|80|100	1500	50
8	2	3	basic_damage_v	35	52			35	52	1	75	60|80|100	1500	50
8	2	4	deadlystrike_damage_v	35	52					1	75	60|80|100	1500	50
8	2	5	deadlystrike_v	35	52					1	75	60|80|100	1500	50
8	2	6	strength_v	35	52					1	75	60|80|100	1500	50
8	2	7	dexterity_v	35	52					1	75	60|80|100	1500	50
8	2	8	ignore_water_resist_v	100	100	35	52			2	100	60|80|100	2000	100
8	2	9	ignore_defense_v	35	52					1	75	60|80|100	1500	50
8	2	10	rangedamage_return_v	139	208					1	297	60|80|100	1485	120
8	2	11	meleedamage_return_v	139	208					1	297	60|80|100	1485	120
8	2	12	attackrating_v	35	52					1	75	60|80|100	1500	120
8	2	13	lifemax_v	693	1040					1	1485	60|80|100	1485	100
8	2	14	manamax_v	693	1040					1	1485	60|80|100	1485	120
8	2	15	water_resist_v	173	260					1	371	60|80|100	1484	100
8	2	16	stealmana_v	70	105					1	149	60|80|100	1490	120
8	2	17	steallife_v	70	105					1	149	60|80|100	1490	100
8	2	18	recover_life_v	35	52	9	9			1	75	60|80|100	1500	100
8	2	19	recover_mana_v	35	52	9	9			1	75	60|80|100	1500	120
8	2	20	lifereplenish_w	278	417					1	594	60|80|100	1485	100
8	2	21	manareplenish_w	278	417					1	594	60|80|100	1485	120
8	2	22	weaken_deadlystrike_damage_v	35	52					1	75	60|80|100	1500	100
8	2	23	weaken_deadlystrike_v	35	52					1	75	60|80|100	1500	100
8	2	24	defense_v	35	52					1	75	60|80|100	1500	100
8	2	25	vitality_v	35	52					1	75	60|80|100	1500	100
8	2	26	energy_v	35	52					1	75	60|80|100	1500	100
8	2	27	return_resist_range_v	139	208					1	297	60|80|100	1485	120
8	2	28	return_resist_melee_v	139	208					1	297	60|80|100	1485	120
8	3	1	physical_waterdamage_v	40	60					1	86	60|80|100	1720	50
8	3	2	energy_waterdamage_v	40	60					1	86	60|80|100	1720	50
8	3	3	basic_damage_v	40	60			40	60	1	86	60|80|100	1720	50
8	3	4	deadlystrike_damage_v	40	60					1	86	60|80|100	1720	50
8	3	5	deadlystrike_v	40	60					1	86	60|80|100	1720	50
8	3	6	strength_v	40	60					1	86	60|80|100	1720	50
8	3	7	dexterity_v	40	60					1	86	60|80|100	1720	50
8	3	8	ignore_water_resist_v	100	100	40	60			2	100	60|80|100	2000	100
8	3	9	ignore_defense_v	40	60					1	86	60|80|100	1720	50
8	3	10	rangedamage_return_v	160	240					1	342	60|80|100	1710	120
8	3	11	meleedamage_return_v	160	240					1	342	60|80|100	1710	120
8	3	12	attackrating_v	40	60					1	86	60|80|100	1720	120
8	3	13	lifemax_v	797	1196					1	1708	60|80|100	1708	100
8	3	14	manamax_v	797	1196					1	1708	60|80|100	1708	120
8	3	15	water_resist_v	200	299					1	428	60|80|100	1712	100
8	3	16	stealmana_v	80	119					1	171	60|80|100	1710	120
8	3	17	steallife_v	80	119					1	171	60|80|100	1710	100
8	3	18	recover_life_v	40	60	9	9			1	86	60|80|100	1720	100
8	3	19	recover_mana_v	40	60	9	9			1	86	60|80|100	1720	120
8	3	20	lifereplenish_w	319	478					1	683	60|80|100	1708	100
8	3	21	manareplenish_w	319	478					1	683	60|80|100	1708	120
8	3	22	weaken_deadlystrike_damage_v	40	60					1	86	60|80|100	1720	100
8	3	23	weaken_deadlystrike_v	40	60					1	86	60|80|100	1720	100
8	3	24	defense_v	40	60					1	86	60|80|100	1720	100
8	3	25	vitality_v	40	60					1	86	60|80|100	1720	100
8	3	26	energy_v	40	60					1	86	60|80|100	1720	100
8	3	27	return_resist_range_v	160	240					1	342	60|80|100	1710	120
8	3	28	return_resist_melee_v	160	240					1	342	60|80|100	1710	120
8	4	1	physical_waterdamage_v	46	69					1	99	60|80|100	1980	50
8	4	2	energy_waterdamage_v	46	69					1	99	60|80|100	1980	50
8	4	3	basic_damage_v	46	69			46	69	1	99	60|80|100	1980	50
8	4	4	deadlystrike_damage_v	46	69					1	99	60|80|100	1980	50
8	4	5	deadlystrike_v	46	69					1	99	60|80|100	1980	50
8	4	6	strength_v	46	69					1	99	60|80|100	1980	50
8	4	7	dexterity_v	46	69					1	99	60|80|100	1980	50
8	4	8	ignore_water_resist_v	100	100	46	69			2	100	60|80|100	2000	100
8	4	9	ignore_defense_v	46	69					1	99	60|80|100	1980	50
8	4	10	rangedamage_return_v	184	275					1	393	60|80|100	1965	120
8	4	11	meleedamage_return_v	184	275					1	393	60|80|100	1965	120
8	4	12	attackrating_v	46	69					1	99	60|80|100	1980	120
8	4	13	lifemax_v	916	1374					1	1964	60|80|100	1964	100
8	4	14	manamax_v	916	1374					1	1964	60|80|100	1964	120
8	4	15	water_resist_v	229	344					1	491	60|80|100	1964	100
8	4	16	stealmana_v	92	138					1	197	60|80|100	1970	120
8	4	17	steallife_v	92	138					1	197	60|80|100	1970	100
8	4	18	recover_life_v	46	69	9	9			1	99	60|80|100	1980	100
8	4	19	recover_mana_v	46	69	9	9			1	99	60|80|100	1980	120
8	4	20	lifereplenish_w	367	550					1	785	60|80|100	1963	100
8	4	21	manareplenish_w	367	550					1	785	60|80|100	1963	120
8	4	22	weaken_deadlystrike_damage_v	46	69					1	99	60|80|100	1980	100
8	4	23	weaken_deadlystrike_v	46	69					1	99	60|80|100	1980	100
8	4	24	defense_v	46	69					1	99	60|80|100	1980	100
8	4	25	vitality_v	46	69					1	99	60|80|100	1980	100
8	4	26	energy_v	46	69					1	99	60|80|100	1980	100
8	4	27	return_resist_range_v	184	275					1	393	60|80|100	1965	120
8	4	28	return_resist_melee_v	184	275					1	393	60|80|100	1965	120
8	5	1	physical_waterdamage_v	53	80					1	113	60|80|100	2260	50
8	5	2	energy_waterdamage_v	53	80					1	113	60|80|100	2260	50
8	5	3	basic_damage_v	53	80			53	80	1	113	60|80|100	2260	50
8	5	4	deadlystrike_damage_v	53	80					1	113	60|80|100	2260	50
8	5	5	deadlystrike_v	53	80					1	113	60|80|100	2260	50
8	5	6	strength_v	53	80					1	113	60|80|100	2260	50
8	5	7	dexterity_v	53	80					1	113	60|80|100	2260	50
8	5	8	ignore_water_resist_v	100	100	53	80			2	113	60|80|100	2000	100
8	5	9	ignore_defense_v	53	80					1	113	60|80|100	2260	50
8	5	10	rangedamage_return_v	211	316					1	452	60|80|100	2260	120
8	5	11	meleedamage_return_v	211	316					1	452	60|80|100	2260	120
8	5	12	attackrating_v	53	80					1	113	60|80|100	2260	120
8	5	13	lifemax_v	1054	1581					1	2258	60|80|100	2258	100
8	5	14	manamax_v	1054	1581					1	2258	60|80|100	2258	120
8	5	15	water_resist_v	264	395					1	564	60|80|100	2256	100
8	5	16	stealmana_v	106	159					1	226	60|80|100	2260	120
8	5	17	steallife_v	106	159					1	226	60|80|100	2260	100
8	5	18	recover_life_v	53	80	9	9			1	113	60|80|100	2260	100
8	5	19	recover_mana_v	53	80	9	9			1	113	60|80|100	2260	120
8	5	20	lifereplenish_w	421	632					1	903	60|80|100	2258	100
8	5	21	manareplenish_w	421	632					1	903	60|80|100	2258	120
8	5	22	weaken_deadlystrike_damage_v	53	80					1	113	60|80|100	2260	100
8	5	23	weaken_deadlystrike_v	53	80					1	113	60|80|100	2260	100
8	5	24	defense_v	53	80					1	113	60|80|100	2260	100
8	5	25	vitality_v	53	80					1	113	60|80|100	2260	100
8	5	26	energy_v	53	80					1	113	60|80|100	2260	100
8	5	27	return_resist_range_v	211	316					1	452	60|80|100	2260	120
8	5	28	return_resist_melee_v	211	316					1	452	60|80|100	2260	120
8	6	1	physical_waterdamage_v	61	92					1	130	60|80|100	2600	50
8	6	2	energy_waterdamage_v	61	92					1	130	60|80|100	2600	50
8	6	3	basic_damage_v	61	92			61	92	1	130	60|80|100	2600	50
8	6	4	deadlystrike_damage_v	61	92					1	130	60|80|100	2600	50
8	6	5	deadlystrike_v	61	92					1	130	60|80|100	2600	50
8	6	6	strength_v	61	92					1	130	60|80|100	2600	50
8	6	7	dexterity_v	61	92					1	130	60|80|100	2600	50
8	6	8	ignore_water_resist_v	100	100	61	92			2	130	60|80|100	2000	100
8	6	9	ignore_defense_v	61	92					1	130	60|80|100	2600	50
8	6	10	rangedamage_return_v	243	364					1	520	60|80|100	2600	120
8	6	11	meleedamage_return_v	243	364					1	520	60|80|100	2600	120
8	6	12	attackrating_v	61	92					1	130	60|80|100	2600	120
8	6	13	lifemax_v	1212	1817					1	2596	60|80|100	2596	100
8	6	14	manamax_v	1212	1817					1	2596	60|80|100	2596	120
8	6	15	water_resist_v	304	455					1	650	60|80|100	2600	100
8	6	16	stealmana_v	121	182					1	260	60|80|100	2600	120
8	6	17	steallife_v	121	182					1	260	60|80|100	2600	100
8	6	18	recover_life_v	61	92	9	9			1	130	60|80|100	2600	100
8	6	19	recover_mana_v	61	92	9	9			1	130	60|80|100	2600	120
8	6	20	lifereplenish_w	485	728					1	1038	60|80|100	2595	100
8	6	21	manareplenish_w	485	728					1	1038	60|80|100	2595	120
8	6	22	weaken_deadlystrike_damage_v	61	92					1	130	60|80|100	2600	100
8	6	23	weaken_deadlystrike_v	61	92					1	130	60|80|100	2600	100
8	6	24	defense_v	61	92					1	130	60|80|100	2600	100
8	6	25	vitality_v	61	92					1	130	60|80|100	2600	100
8	6	26	energy_v	61	92					1	130	60|80|100	2600	100
8	6	27	return_resist_range_v	243	364					1	520	60|80|100	2600	120
8	6	28	return_resist_melee_v	243	364					1	520	60|80|100	2600	120
8	7	1	physical_waterdamage_v	67	100					1	143	60|80|100	2860	50
8	7	2	energy_waterdamage_v	67	100					1	143	60|80|100	2860	50
8	7	3	basic_damage_v	67	100			67	100	1	143	60|80|100	2860	50
8	7	4	deadlystrike_damage_v	67	100					1	143	60|80|100	2860	50
8	7	5	deadlystrike_v	67	100					1	143	60|80|100	2860	50
8	7	6	strength_v	67	100					1	143	60|80|100	2860	50
8	7	7	dexterity_v	67	100					1	143	60|80|100	2860	50
8	7	8	ignore_water_resist_v	100	100	67	100			2	143	60|80|100	2000	100
8	7	9	ignore_defense_v	67	100					1	143	60|80|100	2860	50
8	7	10	rangedamage_return_v	267	400					1	572	60|80|100	2860	120
8	7	11	meleedamage_return_v	267	400					1	572	60|80|100	2860	120
