nId	nPartnerId	nOrder	tbnWeight	tbnMingXiaQuality	tbnActivityQuality	nMaterialsId	nConsumeNum	nYuanQiNum	nIsBind	tbnItemId
607	8	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711209|710709|710209|700409
608	8	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711210|710710|710210|700410
609	9	12	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	5	7270	1	711301|710801|710301|700701
610	9	13	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8620	1	711302|710802|710302|700702
611	9	14	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8790	1	711303|710803|710303|700703
612	9	15	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8960	1	711304|710804|710304|700704
613	9	16	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9130	1	711305|710805|710305|700705
614	9	17	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9300	1	711306|710806|710306|700706
615	9	18	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9460	1	711307|710807|710307|700707
616	9	19	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9630	1	711308|710808|710308|700708
617	9	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711309|710809|710309|700709
618	9	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711310|710810|710310|700710
619	10	12	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	5	7270	1	711401|710901|710401|701101
620	10	13	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8620	1	711402|710902|710402|701102
621	10	14	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8790	1	711403|710903|710403|701103
622	10	15	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8960	1	711404|710904|710404|701104
623	10	16	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9130	1	711405|710905|710405|701105
624	10	17	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9300	1	711406|710906|710406|701106
625	10	18	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9460	1	711407|710907|710407|701107
626	10	19	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9630	1	711408|710908|710408|701108
627	10	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711409|710909|710409|701109
628	10	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711410|710910|710410|701110
629	11	12	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	5	7270	1	711201|710701|710201|700501
630	11	13	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8620	1	711202|710702|710202|700502
631	11	14	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8790	1	711203|710703|710203|700503
632	11	15	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8960	1	711204|710704|710204|700504
633	11	16	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9130	1	711205|710705|710205|700505
634	11	17	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9300	1	711206|710706|710206|700506
635	11	18	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9460	1	711207|710707|710207|700507
636	11	19	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9630	1	711208|710708|710208|700508
637	11	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711209|710709|710209|700509
638	11	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711210|710710|710210|700510
639	12	12	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	5	7270	1	711301|710801|710301|700801
640	12	13	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8620	1	711302|710802|710302|700802
641	12	14	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8790	1	711303|710803|710303|700803
642	12	15	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8960	1	711304|710804|710304|700804
643	12	16	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9130	1	711305|710805|710305|700805
644	12	17	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9300	1	711306|710806|710306|700806
645	12	18	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9460	1	711307|710807|710307|700807
646	12	19	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9630	1	711308|710808|710308|700808
647	12	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711309|710809|710309|700809
648	12	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711310|710810|710310|700810
649	13	12	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	5	7270	1	711401|710901|710401|701201
650	13	13	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8620	1	711402|710902|710402|701202
651	13	14	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8790	1	711403|710903|710403|701203
652	13	15	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	8960	1	711404|710904|710404|701204
653	13	16	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9130	1	711405|710905|710405|701205
654	13	17	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9300	1	711406|710906|710406|701206
655	13	18	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9460	1	711407|710907|710407|701207
656	13	19	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9630	1	711408|710908|710408|701208
657	13	20	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9800	1	711409|710909|710409|701209
658	13	21	660000|280000|50000|10000	655000|280000|50000|15000	655000|280000|50000|15000	671600	6	9970	1	711410|710910|710410|701210
659	14	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711201|710701
660	14	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711202|710702
661	14	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711203|710703
662	14	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711204|710704
663	14	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711205|710705
664	14	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711206|710706
665	14	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711207|710707
666	14	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711208|710708
667	14	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711209|710709
668	14	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711210|710710
669	15	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711301|710801
670	15	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711302|710802
671	15	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711303|710803
672	15	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711304|710804
673	15	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711305|710805
674	15	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711306|710806
675	15	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711307|710807
676	15	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711308|710808
677	15	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711309|710809
678	15	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711310|710810
679	16	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711501|711001
680	16	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711502|711002
681	16	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711503|711003
682	16	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711504|711004
683	16	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711505|711005
684	16	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711506|711006
685	16	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711507|711007
686	16	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711508|711008
687	16	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711509|711009
688	16	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711510|711010
689	17	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711101|710601
690	17	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711102|710602
691	17	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711103|710603
692	17	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711104|710604
693	17	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711105|710605
694	17	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711106|710606
695	17	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711107|710607
696	17	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711108|710608
697	17	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711109|710609
698	17	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711110|710610
699	18	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711201|710701
700	18	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711202|710702
701	18	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711203|710703
702	18	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711204|710704
703	18	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711205|710705
704	18	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711206|710706
705	18	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711207|710707
706	18	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711208|710708
707	18	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711209|710709
708	18	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711210|710710
709	19	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711101|710601
710	19	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711102|710602
711	19	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711103|710603
712	19	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711104|710604
713	19	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711105|710605
714	19	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711106|710606
715	19	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711107|710607
716	19	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711108|710608
717	19	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711109|710609
718	19	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711110|710610
719	20	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711401|710901
720	20	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711402|710902
721	20	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711403|710903
722	20	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711404|710904
723	20	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711405|710905
724	20	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711406|710906
725	20	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711407|710907
726	20	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711408|710908
727	20	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711409|710909
728	20	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711410|710910
729	21	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711201|710701
730	21	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711202|710702
731	21	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711203|710703
732	21	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711204|710704
733	21	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711205|710705
734	21	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711206|710706
735	21	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711207|710707
736	21	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711208|710708
737	21	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711209|710709
738	21	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711210|710710
739	22	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711501|711001
740	22	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711502|711002
741	22	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711503|711003
742	22	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711504|711004
743	22	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711505|711005
744	22	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711506|711006
745	22	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711507|711007
746	22	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711508|711008
747	22	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711509|711009
748	22	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711510|711010
749	23	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711301|710801
750	23	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711302|710802
751	23	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711303|710803
752	23	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711304|710804
753	23	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711305|710805
754	23	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711306|710806
755	23	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711307|710807
756	23	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711308|710808
757	23	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711309|710809
758	23	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711310|710810
759	24	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711401|710901
760	24	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711402|710902
761	24	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711403|710903
762	24	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711404|710904
763	24	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711405|710905
764	24	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711406|710906
765	24	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711407|710907
766	24	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711408|710908
767	24	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711409|710909
768	24	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711410|710910
769	25	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711101|710601
770	25	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711102|710602
771	25	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711103|710603
772	25	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711104|710604
773	25	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711105|710605
774	25	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711106|710606
775	25	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711107|710607
776	25	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711108|710608
777	25	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711109|710609
778	25	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711110|710610
779	26	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711201|710701
780	26	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711202|710702
781	26	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711203|710703
782	26	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711204|710704
783	26	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711205|710705
784	26	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711206|710706
785	26	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711207|710707
786	26	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711208|710708
787	26	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711209|710709
788	26	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711210|710710
789	27	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711301|710801
790	27	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711302|710802
791	27	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711303|710803
792	27	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711304|710804
793	27	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711305|710805
794	27	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711306|710806
795	27	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711307|710807
796	27	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711308|710808
797	27	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711309|710809
798	27	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711310|710810
799	28	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711401|710901
800	28	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711402|710902
801	28	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711403|710903
802	28	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711404|710904
803	28	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711405|710905
804	28	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711406|710906
805	28	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711407|710907
806	28	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711408|710908
807	28	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711409|710909
808	28	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711410|710910
809	29	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711501|711001
810	29	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711502|711002
811	29	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711503|711003
812	29	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711504|711004
813	29	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711505|711005
814	29	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711506|711006
815	29	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711507|711007
816	29	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711508|711008
817	29	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711509|711009
818	29	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711510|711010
819	30	12	720000|280000	580000|420000	580000|420000	671601	10	5590	0	711101|710601
820	30	13	720000|280000	580000|420000	580000|420000	671601	12	6630	0	711102|710602
821	30	14	720000|280000	580000|420000	580000|420000	671601	12	6760	0	711103|710603
822	30	15	720000|280000	580000|420000	580000|420000	671601	12	6890	0	711104|710604
823	30	16	720000|280000	580000|420000	580000|420000	671601	12	7020	0	711105|710605
824	30	17	720000|280000	580000|420000	580000|420000	671601	12	7150	0	711106|710606
825	30	18	720000|280000	580000|420000	580000|420000	671601	12	7280	0	711107|710607
826	30	19	720000|280000	580000|420000	580000|420000	671601	12	7410	0	711108|710608
827	30	20	720000|280000	580000|420000	580000|420000	671601	12	7540	0	711109|710609
828	30	21	720000|280000	580000|420000	580000|420000	671601	12	7670	0	711110|710610
829	31	12	1000000	1000000	1000000	671601	7	3910	0	711101
830	31	13	1000000	1000000	1000000	671601	8	4640	0	711102
831	31	14	1000000	1000000	1000000	671601	8	4730	0	711103
832	31	15	1000000	1000000	1000000	671601	8	4820	0	711104
833	31	16	1000000	1000000	1000000	671601	8	4910	0	711105
834	31	17	1000000	1000000	1000000	671601	8	5010	0	711106
835	31	18	1000000	1000000	1000000	671601	8	5100	0	711107
836	31	19	1000000	1000000	1000000	671601	8	5190	0	711108
837	31	20	1000000	1000000	1000000	671601	8	5280	0	711109
838	31	21	1000000	1000000	1000000	671601	8	5370	0	711110
839	32	12	1000000	1000000	1000000	671601	7	3910	0	711201
840	32	13	1000000	1000000	1000000	671601	8	4640	0	711202
841	32	14	1000000	1000000	1000000	671601	8	4730	0	711203
842	32	15	1000000	1000000	1000000	671601	8	4820	0	711204
843	32	16	1000000	1000000	1000000	671601	8	4910	0	711205
844	32	17	1000000	1000000	1000000	671601	8	5010	0	711206
845	32	18	1000000	1000000	1000000	671601	8	5100	0	711207
846	32	19	1000000	1000000	1000000	671601	8	5190	0	711208
847	32	20	1000000	1000000	1000000	671601	8	5280	0	711209
848	32	21	1000000	1000000	1000000	671601	8	5370	0	711210
849	33	12	1000000	1000000	1000000	671601	7	3910	0	711201
850	33	13	1000000	1000000	1000000	671601	8	4640	0	711202
851	33	14	1000000	1000000	1000000	671601	8	4730	0	711203
852	33	15	1000000	1000000	1000000	671601	8	4820	0	711204
853	33	16	1000000	1000000	1000000	671601	8	4910	0	711205
854	33	17	1000000	1000000	1000000	671601	8	5010	0	711206
855	33	18	1000000	1000000	1000000	671601	8	5100	0	711207
856	33	19	1000000	1000000	1000000	671601	8	5190	0	711208
857	33	20	1000000	1000000	1000000	671601	8	5280	0	711209
858	33	21	1000000	1000000	1000000	671601	8	5370	0	711210
859	34	12	1000000	1000000	1000000	671601	7	3910	0	711101
860	34	13	1000000	1000000	1000000	671601	8	4640	0	711102
861	34	14	1000000	1000000	1000000	671601	8	4730	0	711103
862	34	15	1000000	1000000	1000000	671601	8	4820	0	711104
863	34	16	1000000	1000000	1000000	671601	8	4910	0	711105
864	34	17	1000000	1000000	1000000	671601	8	5010	0	711106
865	34	18	1000000	1000000	1000000	671601	8	5100	0	711107
866	34	19	1000000	1000000	1000000	671601	8	5190	0	711108
867	34	20	1000000	1000000	1000000	671601	8	5280	0	711109
868	34	21	1000000	1000000	1000000	671601	8	5370	0	711110
869	35	12	1000000	1000000	1000000	671601	7	3910	0	711301
870	35	13	1000000	1000000	1000000	671601	8	4640	0	711302
871	35	14	1000000	1000000	1000000	671601	8	4730	0	711303
872	35	15	1000000	1000000	1000000	671601	8	4820	0	711304
873	35	16	1000000	1000000	1000000	671601	8	4910	0	711305
874	35	17	1000000	1000000	1000000	671601	8	5010	0	711306
875	35	18	1000000	1000000	1000000	671601	8	5100	0	711307
876	35	19	1000000	1000000	1000000	671601	8	5190	0	711308
877	35	20	1000000	1000000	1000000	671601	8	5280	0	711309
878	35	21	1000000	1000000	1000000	671601	8	5370	0	711310
879	36	12	1000000	1000000	1000000	671601	7	3910	0	711501
880	36	13	1000000	1000000	1000000	671601	8	4640	0	711502
881	36	14	1000000	1000000	1000000	671601	8	4730	0	711503
882	36	15	1000000	1000000	1000000	671601	8	4820	0	711504
883	36	16	1000000	1000000	1000000	671601	8	4910	0	711505
884	36	17	1000000	1000000	1000000	671601	8	5010	0	711506
885	36	18	1000000	1000000	1000000	671601	8	5100	0	711507
886	36	19	1000000	1000000	1000000	671601	8	5190	0	711508
887	36	20	1000000	1000000	1000000	671601	8	5280	0	711509
888	36	21	1000000	1000000	1000000	671601	8	5370	0	711510
889	37	12	1000000	1000000	1000000	671601	7	3910	0	711301
890	37	13	1000000	1000000	1000000	671601	8	4640	0	711302
891	37	14	1000000	1000000	1000000	671601	8	4730	0	711303
892	37	15	1000000	1000000	1000000	671601	8	4820	0	711304
893	37	16	1000000	1000000	1000000	671601	8	4910	0	711305
894	37	17	1000000	1000000	1000000	671601	8	5010	0	711306
895	37	18	1000000	1000000	1000000	671601	8	5100	0	711307
896	37	19	1000000	1000000	1000000	671601	8	5190	0	711308
897	37	20	1000000	1000000	1000000	671601	8	5280	0	711309
898	37	21	1000000	1000000	1000000	671601	8	5370	0	711310
899	38	12	1000000	1000000	1000000	671601	7	3910	0	711501
900	38	13	1000000	1000000	1000000	671601	8	4640	0	711502
901	38	14	1000000	1000000	1000000	671601	8	4730	0	711503
902	38	15	1000000	1000000	1000000	671601	8	4820	0	711504
903	38	16	1000000	1000000	1000000	671601	8	4910	0	711505
904	38	17	1000000	1000000	1000000	671601	8	5010	0	711506
905	38	18	1000000	1000000	1000000	671601	8	5100	0	711507
906	38	19	1000000	1000000	1000000	671601	8	5190	0	711508
907	38	20	1000000	1000000	1000000	671601	8	5280	0	711509
908	38	21	1000000	1000000	1000000	671601	8	5370	0	711510
909	39	12	1000000	1000000	1000000	671601	7	3910	0	711401
910	39	13	1000000	1000000	1000000	671601	8	4640	0	711402
911	39	14	1000000	1000000	1000000	671601	8	4730	0	711403
912	39	15	1000000	1000000	1000000	671601	8	4820	0	711404
913	39	16	1000000	1000000	1000000	671601	8	4910	0	711405
914	39	17	1000000	1000000	1000000	671601	8	5010	0	711406
915	39	18	1000000	1000000	1000000	671601	8	5100	0	711407
916	39	19	1000000	1000000	1000000	671601	8	5190	0	711408
917	39	20	1000000	1000000	1000000	671601	8	5280	0	711409
918	39	21	1000000	1000000	1000000	671601	8	5370	0	711410
919	40	12	1000000	1000000	1000000	671601	7	3910	0	711401
920	40	13	1000000	1000000	1000000	671601	8	4640	0	711402
921	40	14	1000000	1000000	1000000	671601	8	4730	0	711403
922	40	15	1000000	1000000	1000000	671601	8	4820	0	711404
923	40	16	1000000	1000000	1000000	671601	8	4910	0	711405
924	40	17	1000000	1000000	1000000	671601	8	5010	0	711406
925	40	18	1000000	1000000	1000000	671601	8	5100	0	711407
926	40	19	1000000	1000000	1000000	671601	8	5190	0	711408
927	40	20	1000000	1000000	1000000	671601	8	5280	0	711409
928	40	21	1000000	1000000	1000000	671601	8	5370	0	711410
929	41	12	1000000	1000000	1000000	671601	7	3910	0	711501
930	41	13	1000000	1000000	1000000	671601	8	4640	0	711502
931	41	14	1000000	1000000	1000000	671601	8	4730	0	711503
932	41	15	1000000	1000000	1000000	671601	8	4820	0	711504
933	41	16	1000000	1000000	1000000	671601	8	4910	0	711505
934	41	17	1000000	1000000	1000000	671601	8	5010	0	711506
935	41	18	1000000	1000000	1000000	671601	8	5100	0	711507
936	41	19	1000000	1000000	1000000	671601	8	5190	0	711508
937	41	20	1000000	1000000	1000000	671601	8	5280	0	711509
938	41	21	1000000	1000000	1000000	671601	8	5370	0	711510
939	42	12	1000000	1000000	1000000	671601	7	3910	0	711101
940	42	13	1000000	1000000	1000000	671601	8	4640	0	711102
941	42	14	1000000	1000000	1000000	671601	8	4730	0	711103
942	42	15	1000000	1000000	1000000	671601	8	4820	0	711104
943	42	16	1000000	1000000	1000000	671601	8	4910	0	711105
944	42	17	1000000	1000000	1000000	671601	8	5010	0	711106
945	42	18	1000000	1000000	1000000	671601	8	5100	0	711107
946	42	19	1000000	1000000	1000000	671601	8	5190	0	711108
947	42	20	1000000	1000000	1000000	671601	8	5280	0	711109
948	42	21	1000000	1000000	1000000	671601	8	5370	0	711110
949	43	12	1000000	1000000	1000000	671601	7	3910	0	711401
950	43	13	1000000	1000000	1000000	671601	8	4640	0	711402
