nId	nHole	nEnhanceLevel	nNeedExp	nMaterialsNum	nDoublePro	nDoubleAddPro	nFiveFoldPro	nFiveAddPro	nSilver	nStar	nAttrNum	szAttribType1	tbnAttribValue1	szAttribType2	tbnAttribValue2	FightPower
422	12	92	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1214|0|0	steallife_v	2429|0|0	47400
423	12	93	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1223|0|0	steallife_v	2445|0|0	48100
424	12	94	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1231|0|0	steallife_v	2462|0|0	48800
425	12	95	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1240|0|0	steallife_v	2479|0|0	49500
426	12	96	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1248|0|0	steallife_v	2496|0|0	50200
427	12	97	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1256|0|0	steallife_v	2513|0|0	50900
428	12	98	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1265|0|0	steallife_v	2529|0|0	51600
429	12	99	700	5	200000	100000	100000	50000	5000	9	2	allsect_firedamage_v	1273|0|0	steallife_v	2546|0|0	52300
430	12	100	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1303|0|0	steallife_v	2605|0|0	53000
431	12	101	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1310|0|0	steallife_v	2619|0|0	53700
432	12	102	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1317|0|0	steallife_v	2633|0|0	54400
433	12	103	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1324|0|0	steallife_v	2647|0|0	55100
434	12	104	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1331|0|0	steallife_v	2661|0|0	55800
435	12	105	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1338|0|0	steallife_v	2675|0|0	56500
436	12	106	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1345|0|0	steallife_v	2689|0|0	57200
437	12	107	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1352|0|0	steallife_v	2703|0|0	57900
438	12	108	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1359|0|0	steallife_v	2717|0|0	58600
439	12	109	700	5	200000	100000	100000	50000	5000	10	2	allsect_firedamage_v	1366|0|0	steallife_v	2731|0|0	59300
440	12	110	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1390|0|0	steallife_v	2780|0|0	60000
441	13	1	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	9|0|0	energy_v	9|0|0	300
442	13	2	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	18|0|0	energy_v	18|0|0	600
443	13	3	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	27|0|0	energy_v	27|0|0	900
444	13	4	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	36|0|0	energy_v	36|0|0	1200
445	13	5	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	45|0|0	energy_v	45|0|0	1500
446	13	6	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	54|0|0	energy_v	54|0|0	1800
447	13	7	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	63|0|0	energy_v	63|0|0	2100
448	13	8	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	72|0|0	energy_v	72|0|0	2400
449	13	9	300	2	200000	100000	100000	50000	2000	0	2	allsect_earthdamage_v	81|0|0	energy_v	81|0|0	2700
450	13	10	300	2	200000	100000	100000	50000	2000	1	2	allsect_earthdamage_v	113|0|0	energy_v	113|0|0	3000
451	13	11	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	124|0|0	energy_v	124|0|0	3400
452	13	12	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	135|0|0	energy_v	135|0|0	3800
453	13	13	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	146|0|0	energy_v	146|0|0	4200
454	13	14	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	157|0|0	energy_v	157|0|0	4600
455	13	15	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	169|0|0	energy_v	169|0|0	5000
456	13	16	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	180|0|0	energy_v	180|0|0	5400
457	13	17	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	191|0|0	energy_v	191|0|0	5800
458	13	18	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	202|0|0	energy_v	202|0|0	6200
459	13	19	400	3	200000	100000	100000	50000	3000	1	2	allsect_earthdamage_v	213|0|0	energy_v	213|0|0	6600
460	13	20	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	253|0|0	energy_v	253|0|0	7000
461	13	21	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	263|0|0	energy_v	263|0|0	7400
462	13	22	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	273|0|0	energy_v	273|0|0	7800
463	13	23	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	284|0|0	energy_v	284|0|0	8200
464	13	24	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	294|0|0	energy_v	294|0|0	8600
465	13	25	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	305|0|0	energy_v	305|0|0	9000
466	13	26	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	315|0|0	energy_v	315|0|0	9400
467	13	27	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	325|0|0	energy_v	325|0|0	9800
468	13	28	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	336|0|0	energy_v	336|0|0	10200
469	13	29	400	3	200000	100000	100000	50000	3000	2	2	allsect_earthdamage_v	346|0|0	energy_v	346|0|0	10600
470	13	30	400	3	200000	100000	100000	50000	3000	3	2	allsect_earthdamage_v	383|0|0	energy_v	383|0|0	11000
471	13	31	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	395|0|0	energy_v	395|0|0	11500
472	13	32	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	407|0|0	energy_v	407|0|0	12000
473	13	33	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	419|0|0	energy_v	419|0|0	12500
474	13	34	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	431|0|0	energy_v	431|0|0	13000
475	13	35	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	443|0|0	energy_v	443|0|0	13500
476	13	36	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	455|0|0	energy_v	455|0|0	14000
477	13	37	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	467|0|0	energy_v	467|0|0	14500
478	13	38	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	479|0|0	energy_v	479|0|0	15000
479	13	39	500	4	200000	100000	100000	50000	4000	3	2	allsect_earthdamage_v	491|0|0	energy_v	491|0|0	15500
480	13	40	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	533|0|0	energy_v	533|0|0	16000
481	13	41	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	544|0|0	energy_v	544|0|0	16500
482	13	42	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	555|0|0	energy_v	555|0|0	17000
483	13	43	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	566|0|0	energy_v	566|0|0	17500
484	13	44	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	577|0|0	energy_v	577|0|0	18000
485	13	45	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	588|0|0	energy_v	588|0|0	18500
486	13	46	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	599|0|0	energy_v	599|0|0	19000
487	13	47	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	610|0|0	energy_v	610|0|0	19500
488	13	48	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	621|0|0	energy_v	621|0|0	20000
489	13	49	500	4	200000	100000	100000	50000	4000	4	2	allsect_earthdamage_v	632|0|0	energy_v	632|0|0	20500
490	13	50	500	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	670|0|0	energy_v	670|0|0	21000
491	13	51	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	682|0|0	energy_v	682|0|0	21600
492	13	52	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	694|0|0	energy_v	694|0|0	22200
493	13	53	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	706|0|0	energy_v	706|0|0	22800
494	13	54	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	718|0|0	energy_v	718|0|0	23400
495	13	55	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	730|0|0	energy_v	730|0|0	24000
496	13	56	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	742|0|0	energy_v	742|0|0	24600
497	13	57	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	754|0|0	energy_v	754|0|0	25200
498	13	58	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	766|0|0	energy_v	766|0|0	25800
499	13	59	600	4	200000	100000	100000	50000	4000	5	2	allsect_earthdamage_v	778|0|0	energy_v	778|0|0	26400
500	13	60	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	820|0|0	energy_v	820|0|0	27000
501	13	61	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	831|0|0	energy_v	831|0|0	27600
502	13	62	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	842|0|0	energy_v	842|0|0	28200
503	13	63	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	852|0|0	energy_v	852|0|0	28800
504	13	64	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	863|0|0	energy_v	863|0|0	29400
505	13	65	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	874|0|0	energy_v	874|0|0	30000
506	13	66	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	885|0|0	energy_v	885|0|0	30600
507	13	67	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	896|0|0	energy_v	896|0|0	31200
508	13	68	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	906|0|0	energy_v	906|0|0	31800
509	13	69	600	4	200000	100000	100000	50000	4000	6	2	allsect_earthdamage_v	917|0|0	energy_v	917|0|0	32400
510	13	70	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	955|0|0	energy_v	955|0|0	33000
511	13	71	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	965|0|0	energy_v	965|0|0	33600
512	13	72	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	974|0|0	energy_v	974|0|0	34200
513	13	73	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	984|0|0	energy_v	984|0|0	34800
514	13	74	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	993|0|0	energy_v	993|0|0	35400
515	13	75	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	1003|0|0	energy_v	1003|0|0	36000
516	13	76	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	1013|0|0	energy_v	1013|0|0	36600
517	13	77	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	1022|0|0	energy_v	1022|0|0	37200
518	13	78	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	1032|0|0	energy_v	1032|0|0	37800
519	13	79	600	4	200000	100000	100000	50000	4000	7	2	allsect_earthdamage_v	1041|0|0	energy_v	1041|0|0	38400
520	13	80	600	4	200000	100000	100000	50000	4000	8	2	allsect_earthdamage_v	1075|0|0	energy_v	1075|0|0	39000
521	13	81	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1085|0|0	energy_v	1085|0|0	39700
522	13	82	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1095|0|0	energy_v	1095|0|0	40400
523	13	83	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1104|0|0	energy_v	1104|0|0	41100
524	13	84	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1114|0|0	energy_v	1114|0|0	41800
525	13	85	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1124|0|0	energy_v	1124|0|0	42500
526	13	86	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1134|0|0	energy_v	1134|0|0	43200
527	13	87	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1144|0|0	energy_v	1144|0|0	43900
528	13	88	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1153|0|0	energy_v	1153|0|0	44600
529	13	89	700	5	200000	100000	100000	50000	5000	8	2	allsect_earthdamage_v	1163|0|0	energy_v	1163|0|0	45300
530	13	90	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1198|0|0	energy_v	1198|0|0	46000
531	13	91	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1206|0|0	energy_v	1206|0|0	46700
532	13	92	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1214|0|0	energy_v	1214|0|0	47400
533	13	93	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1223|0|0	energy_v	1223|0|0	48100
534	13	94	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1231|0|0	energy_v	1231|0|0	48800
535	13	95	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1240|0|0	energy_v	1240|0|0	49500
536	13	96	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1248|0|0	energy_v	1248|0|0	50200
537	13	97	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1256|0|0	energy_v	1256|0|0	50900
538	13	98	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1265|0|0	energy_v	1265|0|0	51600
539	13	99	700	5	200000	100000	100000	50000	5000	9	2	allsect_earthdamage_v	1273|0|0	energy_v	1273|0|0	52300
540	13	100	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1303|0|0	energy_v	1303|0|0	53000
541	13	101	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1310|0|0	energy_v	1310|0|0	53700
542	13	102	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1317|0|0	energy_v	1317|0|0	54400
543	13	103	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1324|0|0	energy_v	1324|0|0	55100
544	13	104	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1331|0|0	energy_v	1331|0|0	55800
545	13	105	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1338|0|0	energy_v	1338|0|0	56500
546	13	106	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1345|0|0	energy_v	1345|0|0	57200
547	13	107	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1352|0|0	energy_v	1352|0|0	57900
548	13	108	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1359|0|0	energy_v	1359|0|0	58600
549	13	109	700	5	200000	100000	100000	50000	5000	10	2	allsect_earthdamage_v	1366|0|0	energy_v	1366|0|0	59300
550	13	110	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1390|0|0	energy_v	1390|0|0	60000
551	9	111	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1397|0|0	lifemax_q	771.3|0|0	60700
552	9	112	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1404|0|0	lifemax_q	773.5|0|0	61400
553	9	113	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1411|0|0	lifemax_q	775.7|0|0	62100
554	9	114	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1418|0|0	lifemax_q	777.9|0|0	62800
555	9	115	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1425|0|0	lifemax_q	780.1|0|0	63500
556	9	116	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1432|0|0	lifemax_q	782.3|0|0	64200
557	9	117	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1439|0|0	lifemax_q	784.5|0|0	64900
558	9	118	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1446|0|0	lifemax_q	786.7|0|0	65600
559	9	119	700	5	200000	100000	100000	50000	5000	11	2	allsect_metaldamage_v	1453|0|0	lifemax_q	788.9|0|0	66300
560	9	120	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1478|0|0	lifemax_q	796.7|0|0	67000
561	9	121	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1485|0|0	lifemax_q	798.9|0|0	67700
562	9	122	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1492|0|0	lifemax_q	801.1|0|0	68400
563	9	123	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1499|0|0	lifemax_q	803.3|0|0	69100
564	9	124	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1506|0|0	lifemax_q	805.5|0|0	69800
565	9	125	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1513|0|0	lifemax_q	807.7|0|0	70500
566	9	126	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1520|0|0	lifemax_q	809.9|0|0	71200
567	9	127	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1527|0|0	lifemax_q	812.1|0|0	71900
568	9	128	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1534|0|0	lifemax_q	814.3|0|0	72600
569	9	129	700	5	200000	100000	100000	50000	5000	12	2	allsect_metaldamage_v	1541|0|0	lifemax_q	816.5|0|0	73300
570	9	130	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1565|0|0	lifemax_q	824.3|0|0	74000
571	9	131	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1572|0|0	lifemax_q	826.5|0|0	74700
572	9	132	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1579|0|0	lifemax_q	828.7|0|0	75400
573	9	133	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1586|0|0	lifemax_q	830.9|0|0	76100
574	9	134	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1593|0|0	lifemax_q	833.1|0|0	76800
575	9	135	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1600|0|0	lifemax_q	835.3|0|0	77500
576	9	136	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1607|0|0	lifemax_q	837.5|0|0	78200
577	9	137	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1614|0|0	lifemax_q	839.7|0|0	78900
578	9	138	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1621|0|0	lifemax_q	841.9|0|0	79600
579	9	139	700	5	200000	100000	100000	50000	5000	13	2	allsect_metaldamage_v	1628|0|0	lifemax_q	844.1|0|0	80300
580	9	140	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1653|0|0	lifemax_q	851.9|0|0	81000
581	9	141	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1660|0|0	lifemax_q	854.1|0|0	81700
582	9	142	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1667|0|0	lifemax_q	856.3|0|0	82400
583	9	143	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1674|0|0	lifemax_q	858.5|0|0	83100
584	9	144	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1681|0|0	lifemax_q	860.7|0|0	83800
585	9	145	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1688|0|0	lifemax_q	862.9|0|0	84500
586	9	146	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1695|0|0	lifemax_q	865.1|0|0	85200
587	9	147	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1702|0|0	lifemax_q	867.3|0|0	85900
588	9	148	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1709|0|0	lifemax_q	869.5|0|0	86600
589	9	149	700	5	200000	100000	100000	50000	5000	14	2	allsect_metaldamage_v	1716|0|0	lifemax_q	871.7|0|0	87300
590	9	150	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1740|0|0	lifemax_q	879.5|0|0	88000
591	9	151	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1747|0|0	lifemax_q	881.7|0|0	88700
592	9	152	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1754|0|0	lifemax_q	883.9|0|0	89400
593	9	153	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1761|0|0	lifemax_q	886.1|0|0	90100
594	9	154	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1768|0|0	lifemax_q	888.3|0|0	90800
595	9	155	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1775|0|0	lifemax_q	890.5|0|0	91500
596	9	156	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1782|0|0	lifemax_q	892.7|0|0	92200
597	9	157	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1789|0|0	lifemax_q	894.9|0|0	92900
598	9	158	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1796|0|0	lifemax_q	897.1|0|0	93600
599	9	159	700	5	200000	100000	100000	50000	5000	15	2	allsect_metaldamage_v	1803|0|0	lifemax_q	899.3|0|0	94300
600	9	160	700	5	200000	100000	100000	50000	5000	16	2	allsect_metaldamage_v	1828|0|0	lifemax_q	907.1|0|0	95000
601	11	111	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1397|0|0	vitality_v	1397|0|0	60700
602	11	112	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1404|0|0	vitality_v	1404|0|0	61400
603	11	113	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1411|0|0	vitality_v	1411|0|0	62100
604	11	114	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1418|0|0	vitality_v	1418|0|0	62800
605	11	115	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1425|0|0	vitality_v	1425|0|0	63500
606	11	116	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1432|0|0	vitality_v	1432|0|0	64200
607	11	117	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1439|0|0	vitality_v	1439|0|0	64900
608	11	118	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1446|0|0	vitality_v	1446|0|0	65600
609	11	119	700	5	200000	100000	100000	50000	5000	11	2	allsect_waterdamage_v	1453|0|0	vitality_v	1453|0|0	66300
610	11	120	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1478|0|0	vitality_v	1478|0|0	67000
611	11	121	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1485|0|0	vitality_v	1485|0|0	67700
612	11	122	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1492|0|0	vitality_v	1492|0|0	68400
613	11	123	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1499|0|0	vitality_v	1499|0|0	69100
614	11	124	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1506|0|0	vitality_v	1506|0|0	69800
615	11	125	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1513|0|0	vitality_v	1513|0|0	70500
616	11	126	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1520|0|0	vitality_v	1520|0|0	71200
617	11	127	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1527|0|0	vitality_v	1527|0|0	71900
618	11	128	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1534|0|0	vitality_v	1534|0|0	72600
619	11	129	700	5	200000	100000	100000	50000	5000	12	2	allsect_waterdamage_v	1541|0|0	vitality_v	1541|0|0	73300
620	11	130	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1565|0|0	vitality_v	1565|0|0	74000
621	11	131	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1572|0|0	vitality_v	1572|0|0	74700
622	11	132	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1579|0|0	vitality_v	1579|0|0	75400
623	11	133	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1586|0|0	vitality_v	1586|0|0	76100
624	11	134	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1593|0|0	vitality_v	1593|0|0	76800
625	11	135	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1600|0|0	vitality_v	1600|0|0	77500
626	11	136	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1607|0|0	vitality_v	1607|0|0	78200
627	11	137	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1614|0|0	vitality_v	1614|0|0	78900
628	11	138	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1621|0|0	vitality_v	1621|0|0	79600
629	11	139	700	5	200000	100000	100000	50000	5000	13	2	allsect_waterdamage_v	1628|0|0	vitality_v	1628|0|0	80300
630	11	140	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1653|0|0	vitality_v	1653|0|0	81000
631	11	141	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1660|0|0	vitality_v	1660|0|0	81700
632	11	142	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1667|0|0	vitality_v	1667|0|0	82400
633	11	143	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1674|0|0	vitality_v	1674|0|0	83100
634	11	144	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1681|0|0	vitality_v	1681|0|0	83800
635	11	145	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1688|0|0	vitality_v	1688|0|0	84500
636	11	146	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1695|0|0	vitality_v	1695|0|0	85200
637	11	147	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1702|0|0	vitality_v	1702|0|0	85900
638	11	148	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1709|0|0	vitality_v	1709|0|0	86600
639	11	149	700	5	200000	100000	100000	50000	5000	14	2	allsect_waterdamage_v	1716|0|0	vitality_v	1716|0|0	87300
640	11	150	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1740|0|0	vitality_v	1740|0|0	88000
